text,intent
is pizza considered healthy,nutrition_info
i would like to know how to find my w-2,w2
is there anything real about you,are_you_a_bot
i need you to reset your factory settings,reset_settings
will you help me figure out how to transfer my 401k,rollover_401k
i have to meet with sam at 9:00am in two days,schedule_meeting
when will i need to change my tires again,tire_change
can you give me info on miami weather,weather
corner of my credit card is chipped off,damaged_card
tell me why was my card declined at the zoo,card_declined
what are the international transaction fees for my chase card,international_fees
cancel the reservation at olive garden for tommy,cancel_reservation
how long should i wait before i can bake bread with homemade dough,cook_time
how many days until my next day off,next_holiday
when do i need to pay the water bil,bill_due
how long does it take frozen steaks to go bad,food_last
"i will be in uruguay from january to august, please let me bank know",travel_notification
how long can you go between oil changes,oil_change_when
have you seen my cellphone,find_phone
i want to pay my water bill,pay_bill
is my tire pressure okay,tire_pressure
i want to know the nutrition info for chicken nuggets,nutrition_info
what's the interest rate on my savings,interest_rate
i want to set a timer,timer
"i'll be out of the country soon, and want to notify my bank",travel_notification
continue to next song on the playlist,next_song
please change my retirement account pin number to 1234,pin_change
use a male voice now,change_accent
pull up my shower playlist,play_music
i want my schedule for march 2,calendar
how busy do you expect olive garden to be at 6,how_busy
how good are the ratings for chic-fil-a,restaurant_reviews
when was the last date that i was paid,payday
set a ten second timer,timer
add bread to my list of groceries,shopping_list_update
i need the routing number to my chase checking account,routing
did i set up a reminder to clean the bathroom,reminder
is mop the floor already in my reminders,reminder
who is your boss,who_do_you_work_for
i go by ted,change_user_name
to my domestic task list please add paint kitchen,todo_list_update
i didn't hear what you said,repeat
i wonder how many points i have earned with my bank of america card,rewards_balance
routing number for american river,routing
"my credit card's apr, please",apr
set a reminder for my doctors appointment,reminder_update
i want to report a broken card,damaged_card
can you share the status of my day off request,pto_request_status
what do you enjoy doing while not working,what_are_your_hobbies
how is new insurance gotten,insurance_change
do i need any tools to change the oil in my car,oil_change_how
how much have i spent on shoes lately,spending_history
does minnis take reservations,accept_reservations
"i couldn't hear you, can you repeat it",repeat
how's it going with you,greeting
who pay your salary,who_do_you_work_for
could you talk like a british male,change_accent
i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,book_flight
i would appreciate it if you put a stop on my bank account,freeze_account
do you know if you are a robot,are_you_a_bot
how is the time,time
help me transfer $x from credit to debit,transfer
how do i get to the beach by bus,directions
i'd like to get dinner suggestions for thai food,meal_suggestion
i go by stefan,change_user_name
"check the apr on my disney visa, please",apr
how do i get a new credit card sent to me,new_card
what can i make for dinner using ground beef,meal_suggestion
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,book_flight
is my 10am village inn reservation valid,confirm_reservation
can you talk slower please,change_speed
what kind of gas is needed for this car,gas_type
tell me whats on my shopping list,shopping_list
i think someone stole my card and used it,report_fraud
in which area were you made,where_are_you_from
i do not know where i am,current_location
what is the amount of gas left,gas
how many miles will it take to get to my destination,distance
please play the song that goes like hey jude don't make it bad,play_music
can you get rid of my trip to the zoo from my calendar on march 1st,calendar_update
is there a way to transfer my 401k,rollover_401k
how many vacation days do i have for the year,pto_balance
please speak louder,change_volume
"""please set 5 minute timer",timer
israel has strict restrictions do i need a visa to travel there,international_visa
list out my shopping list for me,shopping_list
i need to know today's date,date
are you young or old,how_old_are_you
will my delta flight leave on time,flight_status
what is today's date,date
let me know the number of vacation days i have,pto_balance
go to next song,next_song
why is my bank account blocking me,account_blocked
can i get more checkbooks for my bank of america checkings account,order_checks
what do i have left in the gas tank,gas
stop using the whisper mode,whisper_mode
i need to know my spending limit on my visa,credit_limit
which type of plugs do they use in scotland,plug_type
turn your volume up,whisper_mode
please add final exams to my calendar for may 2,calendar_update
what are the carry-on restrictions for singapore airlines,carry_on
add mountain dew to my list for shopping,shopping_list_update
"can you play me that, ""baby shark, doo doo,"" song",play_music
i have to have a text sent,text
how old are you alexa,how_old_are_you
what spanish word means hello,translate
how's traffic en route to virginia,traffic
how long are eggs good for,food_last
i'd like you to refer to me as bob,change_user_name
what sort of fuel do i need for my car,gas_type
can you explain to me what type of vacation days i have still,pto_balance
what's the definition of patriarchy,definition
"hello, i need to cancel tonight's reservation for dinner",cancel_reservation
i need for you to change your accent to the male british one,change_accent
are you an automated assistance,are_you_a_bot
what's the routing number for my current checking,routing
good looking out,thank_you
what timezone do they use in la,timezone
how old will you be next year,how_old_are_you
what was the date of my last auto appointment,last_maintenance
know any interesting facts,fun_fact
i know it could be either one,maybe
tell me how to make chow mein,recipe
who are they that you work for,who_do_you_work_for
tell me if per se in nyc takes reservations,accept_reservations
what benefits are included in my package,insurance
can i see my credit score,credit_score
"check status on my deliver, has it been delivered",order_status
do you know of any well reviewed hotels in chicago,book_hotel
i want to be called by mary,change_user_name
can you tell me the low tonight,weather
i want to know your age,how_old_are_you
how are the donuts reviews at tgi,restaurant_reviews
write a text to alice,text
i need you to look up the date of my car's last visit to the shop,last_maintenance
is it going to rain tonight,weather
tell me why my card was declined yesterday,card_declined
what is the correct spelling of judgment,spelling
what ingredients do i need for gumbo,ingredients_list
who is at my front door,smart_home
will you repeat my reminder list,reminder
you should respond in english,change_language
what timezone is detroit in,timezone
are there any meetings on the calendar for today,meeting_schedule
did i go out to eat more than usual,spending_history
pair with my smart phone,sync_device
do a hard reset to factory settings,reset_settings
i would like to pair this with my new phone,sync_device
could i cancel my reservations,cancel_reservation
what's the due date for the credit card,bill_due
please freeze my account,freeze_account
let's decide with a coin flip,flip_coin
give me tips on maintaining good credit,improve_credit_score
who has the tax form that shows my wages,w2
how many days for vacation do i have left,pto_balance
add all my bills for this month and tell me the total,bill_balance
"i tried to use my credit card yesterday, but it did not work",card_declined
what do i need to make a cake,ingredients_list
i want to pay that bill now,pay_bill
do i need to have a socket converter in canada,plug_type
"including the day i missed because of snow, how much time have i take off work so far",pto_used
can you cancel my dinner reservation,cancel_reservation
"goodbye, helpful ai device!",goodbye
would you mind telling me the time,time
can you help me get on a new united healthcare insurance plan,insurance_change
you can refer to me as frank,change_user_name
can i use any fuel in my car,gas_type
i need to know my bank balance,balance
is there anything fun to do in berlin,travel_suggestion
please confirm my reservation for feburary 21st at 6pm,confirm_reservation
i am interested in acquiring new insurance,insurance_change
what is on my schedule between 10:00 am and 11:00 am,meeting_schedule
do i need milk at the store,shopping_list
how is the traffic at the nearest wal-mart pharmacy,traffic
which vaccinations are required to go to viet nam,vaccines
"so to go to brooklyn, it would take me how long again",distance
tell me the nutritional information for chicken nuggets,nutrition_info
when do i need my oil changed,oil_change_when
can you provide information on my income,income
"my card got melted in the dryer and i need to report it, please",damaged_card
lets set a timer for me,timer
what's the currency conversion between rubles and pounds,exchange_rate
i must call dr smith,make_call
how many vacation days do i have saved up,pto_balance
cats or dogs,do_you_have_pets
i have to send a text,text
what's the routing number for my chase account,routing
will you put change the light bulbs on my list of things to do,todo_list_update
tell me what type of fuel my car uses,gas_type
how do i choose the correct oil and how do i change it,oil_change_how
tell me something amusing,tell_joke
"on my to do list, i need cleaning added",todo_list_update
display my location on a map,current_location
i tried using my card at chipotle yesterday and it was declined; why,card_declined
what subjects do you know,what_can_i_ask_you
tell me what i have in my money market account,balance
can you check if my application for a discovery card has been looked over yet,application_status
show my transaction statement,transactions
when's the ac bill due,bill_due
what's the current time in est,time
its a for sure true,yes
not that one,no
what is the correct way to say 'i am a visitor' in french,translate
i should use what kind of oil and can you help me change it,oil_change_how
what are you going to refer to me as,user_name
would you let me know how many carry ons i can take on a flight with southwest airlines to miami,carry_on
"when visiting chicago, what things can i do there",travel_suggestion
do i need to get a visa for russia,international_visa
hotel room for 5 in austin for 3/1 until 3/8,book_hotel
can i hear the complete to do list just dictated,todo_list
"see you later, alligator",goodbye
what meetings do i have today between noon and one,meeting_schedule
how cold will it be tomorrow,weather
i would like all of these things on my shopping list ordered,order
could you please cancel my reservation for 5 at red robin,cancel_reservation
i'd like to take a vacation day from 2/24 to 2/25,pto_request
whisper from here on out please,whisper_mode
how high is my credit limit for my wells fargo card,credit_limit
i need to set the timer for two minutes,timer
change my name to master,change_user_name
can i put in a vacation request with you,pto_request
please tell me why my card was declined,card_declined
where's the gas tank level at,gas
how many points did my visa earn,rewards_balance
last time car was in shop,last_maintenance
would you say that red lobster's pretty buy at noon,how_busy
can you tell me my to do list,todo_list
put spaghetti on my shopping list cause i'm out of it please,shopping_list_update
would you let me know what is on my shopping list,shopping_list
how many centimeters are in 5 yards,measurement_conversion
can you tell me the mane of the song playing,what_song
maybe,maybe
are there any alerts for travelling to beirut,travel_alert
call an uber to mcdonalds,uber
where are you from,where_are_you_from
so what sort of hobbies are you into,what_are_your_hobbies
is red lobster busy at 6pm,how_busy
is a toothbrush on my shopping list,shopping_list
what do you think i am called,user_name
am i talking to a real person,are_you_a_bot
do i have enough fuel for the drive to tampa,gas
tell me how old you are,how_old_are_you
give me a random number between 1 and 6,roll_dice
are you able to track a phone,find_phone
no way!,no
i have to pay how much back in taxes,taxes
are my tires properly inflated with air,tire_pressure
i don't know where i put my phone,find_phone
"i want to report fraudulent activity on my visa card, please",report_fraud
help me change my pin number,pin_change
what name do you want me to call you,what_is_your_name
what hobbies do you like to partake in,what_are_your_hobbies
do i need a vaccination to go to china,vaccines
where can i get the employment form i need to do my taxes,w2
what date will my next paycheck be here,payday
when will my delta flight depart,flight_status
bye for now,goodbye
i need help paying my cable bill,pay_bill
cancel my reservation for 6 pm at sidetracks,cancel_reservation
walk me through the process of cashing in on credit card points,redeem_rewards
change the pin on my bank of america account to be 1234,pin_change
what ingredients are in sugar cookies,ingredients_list
how much am i making at my job,income
are you able to sub white sugar for brown sugar,ingredient_substitution
i want a 10 minute timer,timer
my name is john,change_user_name
my next oil change is when,oil_change_when
what are the carry-on restrictions for delta,carry_on
how do i find out what my credit score is,credit_score
place a call to bill now,make_call
when am i due for my next paycheck,payday
i wish to pay my cable bill,pay_bill
can you show me the transactions that were made last night at the restaurant,transactions
what's your age again,how_old_are_you
what is the time right now,time
how many dollars can i exchange for 200 pounds,exchange_rate
i need to know my earnings,income
can you do a coin flip,flip_coin
should i get more gas,gas
i didn't catch that say it again,repeat
do i have any meetings scheduled for today,meeting_schedule
refrain from talking,cancel
what day is the bill due,bill_due
find a hotel in san francisco for march 8 & 9,book_hotel
are you ai or a real person please,are_you_a_bot
tell me what vaccinations i need to get into france,vaccines
speak at a slower rate,change_speed
do you know of any good mexican restaurants in seattle,restaurant_suggestion
how old are you again,how_old_are_you
i need to switch the language for your responses,change_language
i need to send my current location to sean,share_location
i need my account frozen,freeze_account
can i begin calling you dave,change_ai_name
can you give the nutritional information for the pasta,nutrition_info
how can i cash in my credit card points,redeem_rewards
is there enough money in my discover account for a new pair of jeans,balance
can you tell me how many vacation days i've taken,pto_used
help me get a rental car,car_rental
"thanks for chatting, later",goodbye
tell me my visa's credit limit,credit_limit
"on my to do list, add cleaning",todo_list_update
can i change my nickname,change_user_name
how long has it been since my car was last in the shop,last_maintenance
what questions are permissible,what_can_i_ask_you
see you again soon,goodbye
what is the traffic like on the way to town,traffic
"where am i right now, location wise",current_location
will you add what i'm listening to to my road trip playlist,update_playlist
which organization you work for,who_do_you_work_for
let me know what the routing number for my civista account is,routing
is there traffic on bramble lane,traffic
delete my golf tournament event from tomrrow,calendar_update
where can i obtain a w2 form,w2
what date should i next change my oil,oil_change_when
i need a rental car for sfo from friday to saturday,car_rental
what day of the month is it today,date
has my credit card application been processed,application_status
what is spanish for good morning,translate
what day is my next payday,payday
ai goodbye,goodbye
do i need an international visa to enter canada,international_visa
get rid of everything on my calendar for march 2nd,calendar_update
do i have a lot of gas left,gas
look up my total number of days off so far,pto_used
do i have enough gas in the fuel tank,gas
please tell me the minimum i can pay on my electric bill,min_payment
please tell me how much i owe sprint and how much i owe hsn,bill_balance
what's the traffic like on the way to walmart,traffic
when are my tires next due for a change,tire_change
of course,yes
how do i report a fraudulent charge on my visa,report_fraud
when is my flight due to arrive,flight_status
make your speed a bit slower,change_speed
text sal and let them know the answer is yes,text
i need to know if you are a real person or an ai,are_you_a_bot
how do i change my insurance policy,insurance_change
check chase bank for my checking balance,balance
what jokes do you know,tell_joke
how many more vacation days do i have for the year,pto_balance
please allow me to swap salt for baking soda,ingredient_substitution
what's a highly rated place for steak in omaha,restaurant_suggestion
have you the time,time
where do i find the routing number for great western bank,routing
does germany have any travel alerts i should be aware of,travel_alert
please tell me the subway station nearest to madison square garden in new york,directions
"can you speak a little faster, please",change_speed
when will my card replacement arrive,replacement_card_duration
did anyone securely lock the door,smart_home
tell the restaurant to cancel my reservation,cancel_reservation
"syonara, ai device!",goodbye
i need help cause my check engine light came on,schedule_maintenance
what ingredients are found in hunan chicken,ingredients_list
do you have any southern dishes to recommend,meal_suggestion
my friends call me sam,change_user_name
what should i refer to you as,what_is_your_name
how can i go about finding my location right now,current_location
tell me what you think my name is,user_name
i need to know how long to do a pot roast in a slow cooker,cook_time
pay the red cross the monthly donation,pay_bill
"on my wells fargo mastercard, what is the current apr",apr
please send a text,text
how many rewards points do i have for my chase card,rewards_balance
how do i maintain my credit score,improve_credit_score
make a transfer of $200 from my savings account to my checking account,transfer
"how do i update my pin number for my account, please",pin_change
i have a fraudulent transaction from fry's on my account,report_fraud
what is the minimum payment for my power bill,min_payment
book a flight from chicago to dc on monday and returning on wednesday,book_flight
i need to report that my card has been lost,report_lost_card
"can you check to see if my order has been delivered, please",order_status
search for carry on rules for flights on delta airlines,carry_on
could you roll the 8 sided dice,roll_dice
what items are on my shopping list,shopping_list
share the nutrition info for brownies with me,nutrition_info
i need directions to get to olympia by bus,directions
how long does it take to get a replacement credit card when your last one was stolen,replacement_card_duration
how many rewards do i have on my chase card,rewards_balance
can you tell me what caused my card to get declined at starbucks this morning,card_declined
start a timer for two minutes,timer
my car is dead can you tell me how to jump start it,jump_start
hey what do i do to apply for a visa card,new_card
i would like you to call me mary,change_user_name
what is the credit limit for my bank of america card,credit_limit
who was your programmer,who_made_you
is my credit card expiring soon,expiration_date
is my apr for my credit card available,apr
i think my account is blocked but i do not know the reason,account_blocked
my name is brad,change_user_name
can you share the meaning of life,meaning_of_life
what's the healthcare plan i'm on,insurance
what will you call me,user_name
i need to know how to change my car's oil,oil_change_how
quickly disconnect the phone,sync_device
the sound is too low,change_volume
i want to know what the word discomfit means,definition
how much have i spent on food in the past week,spending_history
what kind of fuel do i need,gas_type
what ingredients are in salsa,ingredients_list
"is ""rescind"" a word of positive connotation",definition
please get my car started before i go out to it,smart_home
can you take frozen food of my shopping list,shopping_list_update
i want to add farm trip to my calendar for friday,calendar_update
can you please talk slower,change_speed
i gotta say no,no
i need my furnace turned on,smart_home
change the speaker volume to a louder one,change_volume
no that isn't the case,no
your name will be queen,change_ai_name
lets fin out some fun facts about humans,fun_fact
i'd like to schedule a meeting room from 1:00 pm until 2:00 pm,schedule_meeting
"i heard that opening a new account will decrease my credit score, is it true",improve_credit_score
give me instructions on how to change my oil,oil_change_how
are there any new harmful things that could affect my credit score,improve_credit_score
what kind of electrical outlets do they use in z,plug_type
i want to see my entertainment transactions,transactions
pay a bribe using my money market account,pay_bill
do i need a plug converter in doha,plug_type
how much total gas do i have,gas
please change credit,credit_limit_change
give me a fun fact about otters,fun_fact
go back the the settings you had originally,reset_settings
can you find me a recipe for ribs,recipe
please reminder for car meet,reminder_update
i'd like you to give me an idea for a meal from iceland,meal_suggestion
what day will it be in fourteen days,date
i do not have cookies so will you order me some more,order
lets go threw some trivia on sports,fun_fact
please reconfigure yourself back to factory settings,reset_settings
talk to me by calling me this name from now on,change_user_name
send a text message to chris and ask what he wants to eat for dinner,text
"i don't know why my check engine light is on, i need a mechanic",schedule_maintenance
to what extent until the following day away from work,next_holiday
how much is available in my savings account,balance
i am needing you to look up roundtrip flights form houston to miami for april 12 and april 15,book_flight
which types of vaccinations are required when leaving the united states,vaccines
add my birthday to my calendar for next month on the 5th,calendar_update
i'd like to get an appointment to get my oil changed,schedule_maintenance
i want you to add milk on my shopping list unless it is already on it,shopping_list_update
i need to get a flight out of tampa to chicago in a month for under $123,book_flight
how to improve a credit score,improve_credit_score
to what extent until the following free day,next_holiday
is my phone in the house,find_phone
"the card is torn, let's report it",damaged_card
pull up my shopping list for me,shopping_list
"could you submit a pto request for me from dates mar 3 to 9, please",pto_request
set my alarm for 6am tomorrow,alarm
i need to know when i get my next day off,next_holiday
bloomingdale's declined my card and i'd like to know why,card_declined
let me know the amounts i owe for my utilities and tuition bills,bill_balance
can you find me a recipe for salsa,recipe
how many calories do cheetos have,calories
advise me of my income,income
is there a limit to how long you can store bread in the freezer,food_last
append my playlist with smooth operator by sade,update_playlist
i need the tow truck to be given my gps coordinates,share_location
do visitors to japan need to use a socket converter,plug_type
i let my bank know that i'm traveling to greece from march to april,travel_notification
can you read my list back to me,reminder
i want to get an uber for one person to go to the library,uber
what timezone does lisbon have,timezone
remove from calendar jesse's bbq on june 9th,calendar_update
what is the exact date of your birth,how_old_are_you
i was trying to buy qtips at walmart and my card got declined,card_declined
can you tell me the song we are listening to,what_song
how long until i should have my tires replaced,tire_change
i would prefer to hear the female voice,change_accent
i need a flight from nyc to paris with delta,book_flight
can i make reservations at applebee's or no,accept_reservations
text christopher and tell him i will stop by,text
i need to know what kind of things you can help with,what_can_i_ask_you
i don't know how to spell mississippi,spelling
how busy is mc donald at 8 in the morning,how_busy
tell me if you are a human or a computer,are_you_a_bot
help me change my oil and what kind do i need,oil_change_how
will i be charged if i use my card in canada,international_fees
meeting room availability at 8:00 please,schedule_meeting
do i need any shots before i go to south africa,vaccines
is traffic bad on the parkway,traffic
uh-huh,yes
what sorts of things do you do for fun,what_are_your_hobbies
subtract 85 from 997,calculator
i just started this new job and need help with my 401k rollover,rollover_401k
turn the tv to on right now,smart_home
when's my flight boarding,flight_status
is buying a light bulb on my reminders list,reminder
could you not talk so slowly,change_speed
6 inch voices please,whisper_mode
my card fell out of my wallet and i ran over it so it does not work,damaged_card
what is the area that you came from,where_are_you_from
let me check my transaction on my citi card,transactions
the answer to that is a resounding yes,yes
walk me through the process of applying for an american express card,new_card
can you find me a recipe for coffee cakes,recipe
what are common vaccinations for someone travelling internationally,vaccines
please flip a coin and tell me what side it lands on,flip_coin
what's the highest chance of rain for today,weather
tell me a joke about rats,tell_joke
what is the current time in mexico city,time
are there transaction fees charged to my discover card in japan,international_fees
how many miles until i change my tires,tire_change
which timezone is colombia,timezone
have i been spending a lot on roast beef lately,spending_history
can you tell me how to figure out my current location,current_location
how can i request a vacation from work,pto_request
i need you to reserve a table for 6:00 pm for three at devon's seafood,restaurant_reservation
are you able to help me pay my mortgage,pay_bill
are barcelona plugs compatible,plug_type
i would like to know when my flight scheduled to board,flight_status
what does the word ataraxy mean,definition
speak in a different accent,change_accent
how much am i getting back from work,income
please use a quicker rate of speech,change_speed
how many more days until my next paid day off,next_holiday
can i rent a car in belgium from march 01 to march 02 and have it be a porsche,car_rental
can you tell me my spending limit,credit_limit
lets hear an interesting fact about funko pops,fun_fact
please tell me how many vacation days i currently have,pto_balance
i need to schedule car maintenance,schedule_maintenance
who do i go to to find lost luggage,lost_luggage
will it be possible to order for more checkbooks for my chase bank account,order_checks
what's the current date,date
what's the timezone for brasilia,timezone
"how do i share where i am, with another person",share_location
can a 401k be rolled over,rollover_401k
is fixing mom's kitchen blind on my to do list,todo_list
can i use sour cream instead of milk,ingredient_substitution
status of my request for vacation,pto_request_status
what hotel would you recommend in lakewood for 4 people from monday to wednesday,book_hotel
what day is the z bill due,bill_due
did you grow up here,where_are_you_from
can you turn on the lights in the den,smart_home
can you specify if you are a human or a computer,are_you_a_bot
"howdy, what's new",greeting
"is it snowing right now in richmond, va",weather
how do i apply for new insurance,insurance_change
what sorts of things do you do to have a good time,what_are_your_hobbies
i need new checks,order_checks
what are the ways i can transfer my 401k,rollover_401k
set the timer for me please,timer
my insurance policy needs to be adjusted,insurance_change
"can you put a stop on my bank account, please",freeze_account
i have been spending a lot on insurance lately,spending_history
please find the date of my last oil change,last_maintenance
you must reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation
may i apply for a new credit card,new_card
what sort of things do you enjoy,what_are_your_hobbies
what do i have on my calendar for march 11,calendar
help me decide what mexican meal i want,meal_suggestion
check out my location up on the map,current_location
let's hear my workout playlist,play_music
how is the tire pressure,tire_pressure
"affirmative, go ahead",yes
"please help me find my phone, because i lost it",find_phone
please look up if i can rent a car in houston from march 25 to march 29,car_rental
can you help me apply for a visa card,new_card
speak as a british male,change_accent
i need your language setting to be russian now,change_language
what are good places for a burrito in albuquerque,restaurant_suggestion
tell me something that'll make me laugh,tell_joke
give me italian meal ideas,meal_suggestion
please change your accent to a british male,change_accent
can you give me a recipe for german chocolate cake,recipe
what is the length of time it takes to get to phoenix,distance
send a text to someone,text
please tell me all of my recent transactions,transactions
what is the max credit limit for my card,credit_limit
i was at target trying to buy candles and my card got declined,card_declined
share my gps coordinates with jim,share_location
what do i have on my calendar for march 2,calendar
please show my current location to andre,share_location
"i am in need of an oil change, set an appointment",schedule_maintenance
what is the minimum i need to pay for my cell phone bill,min_payment
have i set aside a time on my to do list to do my taxes,todo_list
can you talk in spanish,change_language
lower the volume,change_volume
what's my current health care plan,insurance
i would like to listen to a funny joke,tell_joke
can you cancel my reservation for dinner tomorrow,cancel_reservation
do i have reservations at creme at 7 pm,confirm_reservation
i must to the female voice,change_accent
what is status of my bank account,balance
can you speak like a british dude,change_accent
i would like to order additional checkbooks to me mailed to my home address,order_checks
what kind of mileage do i get out of gas,mpg
i want to find out how do i schedule a meeting,schedule_meeting
i need to know how to convert liters into pints,measurement_conversion
play the next track,next_song
what can you do,what_can_i_ask_you
i need to know what the traffic is like on the way to phoenix,traffic
when will my discovery card expire,expiration_date
what's your brand,who_made_you
please disconnect from my phone,sync_device
take $40 from account a and transfer it to account b,transfer
i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,book_flight
what things do you do for fun,what_are_your_hobbies
please tell me my location using gps,current_location
tell me my salary please,income
how many days do i have left of pto,pto_balance
can i get a brand new card please,new_card
is it possible to get a table for 4 at the village inn around 10am,restaurant_reservation
create a new text,text
how much pto do i have,pto_balance
go back to factory settings please,reset_settings
is there a way to raise my mastercard credit,credit_limit_change
"for my water and electricity, how much is the bill",bill_balance
slow your speech down,change_speed
the language i am using will now be italian,change_language
who supplied your instructions,who_made_you
i don't know how to spell circumference,spelling
can you change my credit limit,credit_limit_change
that is overwhelmingly false,no
wake me in an hour,timer
what are my insurance perks,insurance
transfer my 401k please,rollover_401k
tell the meaning of life,meaning_of_life
i need to apply for a visa card,new_card
can you change your language to japanese,change_language
what do you mix to make a chocolate cake,ingredients_list
can i use my credit card point on amazon,redeem_rewards
can you tell me what i earned,income
ai how are you doing today,greeting
go past this song,next_song
i need a bed in brownsburg near walmart from apil 4th until the 5th,book_hotel
what do i do to have my paycheck deposited directly in my account,direct_deposit
report lost card,report_lost_card
do you know any trivia about ostriches,fun_fact
i have a lot of points saved up from my credit card rewards but don't know how to redeem them,redeem_rewards
can acero take reservation,accept_reservations
is it acceptable to swap rice for quinoa,ingredient_substitution
does burger king accept reservations,accept_reservations
what is my gas level,gas
do i have to contact someone to use my credit card points,redeem_rewards
can you tell me the amount of gas i have,gas
i owe you one!,thank_you
is there any traffic congestion on my way to the closest whole foods,traffic
can you call my cellphone,find_phone
website to start aaa new insurance plan,insurance_change
is my application processed for credit card,application_status
will my plugs work in barcelona,plug_type
what you just said is true,yes
how cold is it going to be tonight,weather
recommendations for good thai restaurants in las vegas,restaurant_suggestion
can you roll the 12 sided dice please,roll_dice
you can call me sarah,change_user_name
"can you schedule a meeting with steve at the office, please",schedule_meeting
make a reservation for three at prime rib at 6:30 pm,restaurant_reservation
let me know if i need an international visa to go to sudan,international_visa
"it could be either, i think",maybe
i don't know how to spell squirrel,spelling
please read my reminders,reminder
can you tell me the name of this song,what_song
how can i benefit from using you,what_can_i_ask_you
how is the traffic typically at noon on the route to hospital,traffic
can you tell me the age of the ai,how_old_are_you
about how much will my federal taxes be,taxes
whats up,greeting
call the card company and ask them to replace my card,damaged_card
how are things with you,greeting
proceed to the next song on this playlist,next_song
when will my tires need to be replaced,tire_change
what are the gps coordinates of this spot i am at right now,current_location
how many pets do you have,do_you_have_pets
is the level of fuel in my car enough to get me to work,gas
on my card what all are my latest transactions,transactions
any ideas on a good place to eat out,restaurant_suggestion
do you charge me if i use my card in japan,international_fees
send my money between accounts,transfer
it is okay to replace water instead of milk,ingredient_substitution
i need an alarm set please,alarm
"stop working on it, i need something else",cancel
is there any info on my savings interest rate online,interest_rate
when can i put a pto request in for feb 22 to march 1,pto_request
what things do you enjoy doing,what_are_your_hobbies
my visa card  what's the apr on that,apr
what is my yearly salary,income
