text,intent
what's the nutrient make up of a plate of spaghetti,nutrition_info
i need to know what the most recent update is on the status of my online purchase,order_status
what are fun facts about lighthouses,fun_fact
tell me whether i need an international visa to go to mexico,international_visa
has the order that i placed arrived,order_status
please remind me later,reminder_update
i need to know my location,current_location
can you say that over,repeat
set a one minute timer,timer
go back to initial factory state,reset_settings
carry-on restrictions for air emirates,carry_on
please roll a die now,roll_dice
"put mambo #5 by lou bega on my playlist, please",update_playlist
what you just said is true,yes
increase the volume level to 4,change_volume
can you go by a different name,change_ai_name
i seemed to misplaced my phone,find_phone
make sure all doors are locked,smart_home
are you my employee,who_do_you_work_for
not at all,no
i wanna try and confirm that i have a reservation at red robin for josh,confirm_reservation
i want your name,what_is_your_name
how can i have my paycheck directly deposited,direct_deposit
"ai, how long have you been alive",how_old_are_you
i would like you to think of yourself as machine and answer when i say your name as such,change_ai_name
read off shopping list,shopping_list
i want a lesson on changing my oil,oil_change_how
where should i book my next trip,travel_suggestion
may you repeat what you said again,repeat
would you mind switching to whisper mode,whisper_mode
whats the best way to roast a chicken,recipe
what is the necessary amount of time required to prepare pot roast,cook_time
can you speak with me using faster speech,change_speed
what landing time is scheduled for my flight,flight_status
how much longer until i need an oil change,oil_change_when
i don't know how to spell circumference,spelling
how can i find out about new insurance,insurance_change
how long until my cereal is ruined,food_last
please give me directions to the nearest starbucks,directions
what will the weather be like,weather
help me get a rental car for march 2 to 6th in dallas and i would prefer a bmw suv,car_rental
do i need a visa to travel to canada,international_visa
tell me the definition of the word redemption,definition
i want to change your name to theodore,change_ai_name
check my to do list to see if jewelry repair is listed,todo_list
does ihop have positive reviews,restaurant_reviews
is a plug converter required for haiti,plug_type
what name should i use when talking with you,what_is_your_name
i want to know the type of gasoline for this car,gas_type
what does my shopping list involve,shopping_list
tell me about the reviews for chilis,restaurant_reviews
how long will my eggs be good for,food_last
who calls the shots for your employment,who_do_you_work_for
how do i rollover my 401k after i got a new job,rollover_401k
decrease volume to 4,change_volume
"i ordered some curtains off amazon, can you tell me if it's been shipped yet",order_status
are there any transaction fees associated with my amex card if i am in the uk,international_fees
stop the connection with my phone,sync_device
what do i have to do on january 1st,calendar
i need you to increase the speaker volume,change_volume
"sorry, i didn't hear you, can you say that gain",repeat
call off the dinner reservation,cancel_reservation
talk to me by calling me this name from now on,change_user_name
find me the location of the nearest gas station,directions
"my account has a hold on it and i can't access my funds, why",account_blocked
tell me a fun fact about computer,fun_fact
what is my current amount of gas,gas
what's the tire pressure of my car,tire_pressure
cancel my dinner reservation please,cancel_reservation
is tomato on my shopping list,shopping_list
remind me to buy bread next time i go shopping,shopping_list_update
are there any reputable car rental places in seattle,car_rental
i need to get my tired checked at one of the location,schedule_maintenance
did i set up a reminder to clean the bathroom,reminder
what is our purpose in life,meaning_of_life
tell me about this cars fuel economy,mpg
when did you originate,how_old_are_you
hit me with a good joke,tell_joke
so what sort of hobbies are you into,what_are_your_hobbies
how do i get to the nearest post office,directions
tell base camp my gps coordinates,share_location
find the date of the last oil swap for my car,last_maintenance
i need to know how many carry ons i can take on a flight with southwest airlines to houston,carry_on
can you make a phone call to mark,make_call
make the volume set to 4,change_volume
when should i replace my tires next if i last replaced them on july 15th,tire_change
how do i get direct deposit for my paycheck,direct_deposit
can you tell me fun facts about lighthouses,fun_fact
volume needs to be at 4,change_volume
no thank you,no
reset device to original settings,reset_settings
help me find a well reviewed hotel in dallas,book_hotel
will i have to wait for long before being seated at the cheese cake factory,how_busy
what's my day off request's status,pto_request_status
air amount in tires,tire_pressure
let me see the nutrition content of the chicken tacos,nutrition_info
please connect with my smart phone,sync_device
what is your point of origin,where_are_you_from
can i increase the credit limit on my kohls card,credit_limit_change
can you help me with the steps to jump start my car,jump_start
what can i put on my bank of america card,credit_limit
i need an alarm set please,alarm
do you know where my phone is,find_phone
walk me through the process of applying for an american express card,new_card
put a hold on my bank of america account right away please,freeze_account
i must call roderick,make_call
can i get assistance with booking a seattle car rental,car_rental
how is the air level in my tires,tire_pressure
what ingredients do i need to make potato skins,ingredients_list
what is currently on my calendar for friday the 1st,calendar
what gas does the car need,gas_type
how old did you just turn,how_old_are_you
remember to play the next number on this particular playlist,next_song
where is the location of your creation,where_are_you_from
i need to uber somewhere,uber
can you tell me where the nearest rest station to me is,directions
can you put in a pto request for the 5th of june to june 8th,pto_request
how's traffic on i 95,traffic
continue to next song on the playlist,next_song
switch your language setting to english,change_language
i need to know when should i get my oil changed next,oil_change_when
"is the meatloaf still good to eat, i've had it in the refrigerator since last monday",food_last
write text message to someone,text
is there anything you like to do in your free time,what_are_your_hobbies
what are all of the ingredients for brownies from scratch,ingredients_list
what's the facts about nutrients in rice milk,nutrition_info
my battery is dead so how can i get it going again,jump_start
rent me a car in aiken on may 12 to may 16,car_rental
change your language prefrences japanese,change_language
i would like to know tomorrow's date,date
chicken noodle casserole is made from what,ingredients_list
remove celebrate anniversary from my calendar,calendar_update
when did i last have my vehicle checked on,last_maintenance
how are the burgers at carl jr's,restaurant_reviews
"when is our next free day, please",next_holiday
can substitute cumin for tumeric,ingredient_substitution
tell me the ratings for the local denny's,restaurant_reviews
can you book me a hotel in los angeles near commerce casino from april 1st to the 5th,book_hotel
can i use baking soda instead of baking powder,ingredient_substitution
i need to go back on my factory settings,reset_settings
is a visa needed to go to mexico,international_visa
can you tell me the nutritional content of chicken nuggets,nutrition_info
i need to swap salt for baking soda,ingredient_substitution
set a reminder for later,reminder_update
i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,book_flight
can you get my car started,smart_home
restate the last thing you told me,repeat
play heart shaped box,play_music
are tomatoes on my shopping list,shopping_list
favorite what's currently playing on my playlist,update_playlist
i need help paying my store bill,pay_bill
"in nashville, i need a rental car booked",car_rental
i appreciate your help!,thank_you
i need to make changes to my insurance policy,insurance_change
can you tell me what this song is,what_song
i would like to get an uber to the movies,uber
what plug types are there in cuba,plug_type
how do i transport my 401k,rollover_401k
how can i go about improving my credit score,improve_credit_score
"my oil seems pretty black, does that mean i should change it",oil_change_when
i'd like to hear a fun fact about adult entertainment,fun_fact
"please find someone who specializes in cars, my check engine light has turned on",schedule_maintenance
i am david,change_user_name
does mcdonalds have good reviews,restaurant_reviews
search google for how to set up direct deposit,direct_deposit
what type of fuel should i use in my car,gas_type
i'll soon be travelling internationally; could you let my bank know,travel_notification
what is needed for setting up direct deposit,direct_deposit
does mexico travel require a visa,international_visa
can you assure me i have a table at taco bell at 7pm,confirm_reservation
what percentage of my income is taken out for taxes,taxes
what is your age,how_old_are_you
i want my schedule for march 2,calendar
i want you to call bella,make_call
you can call me steve,change_user_name
tell me things i can do in chicago,travel_suggestion
what is the recommended time frame to change my oil,oil_change_when
should i get a visa for crete,international_visa
can you alert me at 6 in the morning,alarm
can i book a meeting room from 2:00 pm to 3:00 pm,schedule_meeting
what name do you know me by,user_name
what location were you born in,where_are_you_from
could you reset your factory settings please,reset_settings
talker faster please,change_speed
is there a travel alert for north korea,travel_alert
i need to play the song that goes like hey jude don't make it bad,play_music
what's a cool and interesting thing about dogs,fun_fact
when will my next paycheck be,payday
can you tell me what caused my card to get declined at starbucks this morning,card_declined
what's the least i can pay on the medical payments for february,min_payment
do you have any past-times,what_are_your_hobbies
i need an algorithm to give me the result of rolling one twelve sided die,roll_dice
can you repeat yourself,repeat
what did your friends call you,what_is_your_name
how much is my groceries and gas bill,bill_balance
set timer for (x) minutes,timer
tell me the present status of the credit card application i submitted,application_status
i'm uncertain,maybe
does home have a starbucks nearby,directions
what day is it gonna be in twenty-one days,date
do you know your name,what_is_your_name
can you explain the meaning of life,meaning_of_life
cancel my party reservation for brad at longhorn,cancel_reservation
how long does it take to get a table at chili's,how_busy
is sparks experiencing bad weather right now,weather
you need to set alarm for me,alarm
did they say yes to my day off request,pto_request_status
speak back to me what's on my reminder list,reminder
where can i find my w2,w2
"in terms of making scrambled eggs, what ingredients do i need",ingredients_list
how do vietnameses people say hello,translate
what is the mpg like for this car while driving in the city,mpg
i want to know who made you,who_made_you
please begin pairing with my phone,sync_device
the new name that i want you to call me is this one,change_user_name
i have no knowledge of that,maybe
i'd like to use another name for you,change_ai_name
walk me through the process of cashing in on credit card points,redeem_rewards
that is overwhelmingly false,no
what is the amount of miles per gallon this car gets on the highway,mpg
i can't understand you because of how rapidly you're speaking,change_speed
skip to next song,next_song
"i don't know how to jump start my car, help!",jump_start
where do i locate the form that has my tax information,w2
measure tire pressure,tire_pressure
i want to hear what is on my reminders list,reminder
i have to go ai goodbye,goodbye
go ahead an unsync my phone now,sync_device
what are your favorite hobbies,what_are_your_hobbies
let me know the status of flight dl123,flight_status
can you please sat it one more time,repeat
i would like to try and confirm that i have a reservation at kelly's for moreno,confirm_reservation
can you tell me the location of the nearest bank,directions
check to see how many days off i have used,pto_used
before i leave for mexico should i get some more vaccinations,vaccines
show me the minimum payment for my boat bill,min_payment
"around nine, is ambrosio busy",how_busy
set my alarm for getting up,alarm
i would like to make a pto request for july 17th and 18th,pto_request
i need to replace my lost card,report_lost_card
"please make a reservation for me: party of two, february 22nd at chili's, two in the afternoon",restaurant_reservation
how busy will chili's be if i go at 6 pm,how_busy
advance to the next song,next_song
what is the most fun fact you know about the film industry,fun_fact
how long to i bake the brownies,cook_time
i would prefer to hear the female voice,change_accent
i need to sub sugar for salt,ingredient_substitution
search for the nearest expressway to the airport,directions
inform my bank i will travel to brazil from june 1st to july 1st,travel_notification
can you find me a decent hotel in denver,book_hotel
how many miles before i need my tires changed,tire_change
what name do you call me,user_name
are pasta dishes healthy,nutrition_info
is las vegas a safe place to visit,travel_alert
can you confirm my reservation for 8 pm on the 7th of november,confirm_reservation
give me my income,income
what are the procedures for changing my oil,oil_change_how
i need to get a flight out of lax to dia on the 16th for under four hundred,book_flight
go ahead and delete the doctor appointment i have scheduled for monday,calendar_update
"i am not a bot, are you",are_you_a_bot
you were born where,where_are_you_from
i want for you to connect to my phone,sync_device
could you help with booking a car rental for me in seattle,car_rental
tell me how to change the oil in 2014 odyssey,oil_change_how
tell my bank that i'm going to france,travel_notification
i need to be reminded to pray,reminder_update
what's something interesting to do kentucky,travel_suggestion
do i need a visa to go to cancun,international_visa
can you play music by led zeppelin,play_music
do i have any remaining pto days,pto_balance
can you tell me some of your hobbies,what_are_your_hobbies
has my delivery order showed up,order_status
dont forget to set a reminder to pay the bills,reminder_update
can you tell me when my credit card application will be processed,application_status
so when is my flight landing,flight_status
does finland have any travel alerts i should be aware of,travel_alert
how long will a bus ride take if i'm going to the capitol building,distance
do you have pets,do_you_have_pets
"yep, that's true",yes
"is it monday, tuesday, wednesday, thursday, friday, saturday, or sunday",date
what events are on my calendar for april 1st,calendar
could you please schedule a meeting with carrie and lisa,schedule_meeting
when was the last time my car was in the shop,last_maintenance
what sort of animals are your pets,do_you_have_pets
what's the number of calories in a coke,calories
alter back to your orginal settings,reset_settings
i really must know when should i get my oil changed next,oil_change_when
disconnect from my phone please,sync_device
please tell me how many calories one chocolate bar contains,calories
can you cancel my reservation on tuesday for chris at stella maris,cancel_reservation
let me know the name you have for me,user_name
what's your country of origin,where_are_you_from
change the name that you call me,change_user_name
please increase volume,change_volume
what is that song that's playing,what_song
please cancel my reservation for chris at brio,cancel_reservation
what can you be asked about,what_can_i_ask_you
play the next song,next_song
i need to know what is currently on my calendar for friday the 1st,calendar
how much gas is in my car,gas
who did the programming for this ai,who_made_you
should i get any shots before i go to kenya,vaccines
the song on speaker is what like,what_song
how many calories would i consume if i ate a loaded hotdog,calories
what should i ask you about,what_can_i_ask_you
are you doing ok,greeting
that's a yes from me,yes
please confirm the next time i should get the tires on my car replaced,tire_change
does this car take regular gas,gas_type
set a timer for me,timer
i've told my financial institution that i'm in africa from august 6 to december 5,travel_notification
find the best life insurance for me,insurance_change
turn on the rap playlist,play_music
please change your accent to the male british one,change_accent
tell me my electric bill minimum payment,min_payment
what thoughts do you have about making dinnner tonight,meal_suggestion
"if i think my car battery is dead, what steps should i take to fix it",jump_start
what's the caloric content in a bowl of rice crispies with milk,calories
i need you to please repeat that,repeat
whats the title of this,what_song
can you get access to my phone right now,sync_device
what's the date 32 days from now,date
does bjs take reservations,accept_reservations
what is the due date for my next oil change,oil_change_when
please find out if napolis takes lunch reservations,accept_reservations
set a timer for 15 minutes,timer
what kind of questions can i ask you,what_can_i_ask_you
what type of pizzas are available for dinner,meal_suggestion
"please flip a coin for me, tails i win",flip_coin
help me with math,calculator
can you tell me what you refer to me as,user_name
i need an 8 o'clock reservation at pizza hut for the last name mercury,restaurant_reservation
when does my oil need some changing,oil_change_when
what sorts of subjects do you know about,what_can_i_ask_you
timer for 5 minutes,timer
roll an eight sided die,roll_dice
how long can you go between oil changes,oil_change_when
would you like to tell me a joke,tell_joke
will traffic be light on the way to orlando,traffic
could you find someone to check out my car because the check engine light is on,schedule_maintenance
turn the volume up,change_volume
change your language setting to german,change_language
i'd like to see if there's a travel alert for the country,travel_alert
will it be all right for me to drink milk i've had in the fridge since tuesday,food_last
"please, will you turn on my tv",smart_home
why was my card declined,card_declined
i need a reservation at 8 on the 22nd of november at ruth's,restaurant_reservation
can you help me spell facetiousness,spelling
please set a timer for 20 minutes,timer
what gas mileage does my car get,mpg
can you turn this down,change_volume
let's go over the list of items on the to do list just to be sure we got it all,todo_list
how do i say 'hotel' in finnish,translate
i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,book_hotel
"specifically, what pets do you own",do_you_have_pets
i wanna change to the female voice,change_accent
i want you to use whisper voice now,whisper_mode
could you please share a joke with me,tell_joke
what's the timezone for brasilia,timezone
do you know of any activities in nashville,travel_suggestion
what do i need to do to get an american express card,new_card
can you sign me up for a meeting in the blue room on friday,schedule_meeting
could you unsync my phone please,sync_device
name the singer of this track,what_song
who gave you your name,what_is_your_name
i'm travelling to ireland soon and want to inform my bank,travel_notification
it was great to have this conversation with you,goodbye
make my todo list blank,todo_list_update
from where are w2 forms given,w2
play vegas baby roll a dice for mama,roll_dice
will i be charged if i use my card in mexico,international_fees
make the lights dimmer please,smart_home
inform me as to how much gas my car has,gas
create a reminder for me to exercise this week,reminder_update
can you say again,repeat
when do my tires need some changing,tire_change
i need you to flip a coin once,flip_coin
how much time have i taken off this year,pto_used
put film on my shopping list,shopping_list_update
shh please speak with a whisper,whisper_mode
decrease volume level,change_volume
how much is my mpg,mpg
provide me the name of who made you,who_made_you
we no longer need fries on the shopping lisr,shopping_list_update
how goes it,greeting
set a reminder,reminder_update
do you have any pet at all,do_you_have_pets
you sound like a bot,are_you_a_bot
what is the sum of 8 + 3,calculator
i'd love to hear a joke,tell_joke
i want to know how much i spent last week,spending_history
i have to schedule some car maintenance,schedule_maintenance
how would i get to city hall via bus,directions
i'm going to be in thailand from october 15th until october 23rd,travel_notification
can you find out what triggered a hold on my bank account,account_blocked
how can i get my w2 to do my taxes,w2
repeal the dinner reservation,cancel_reservation
what is my gross income per pay period,income
the sound is too low,change_volume
a rental car needs to be booked in nashville,car_rental
nigeria is in which time zone,timezone
what's the amount of points i have earned with my discover card,rewards_balance
tell me how to convert grams into ounces,measurement_conversion
stop the current song and play the next one on this playlist,next_song
i must know what kinds of pets you have,do_you_have_pets
tell me when someone looked at my car last,last_maintenance
what might my name be,user_name
"which insurance plan am i enrolled in, please",insurance
how do you go about jump starting a car battery,jump_start
see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,book_hotel
tell me united's carry on policy,carry_on
how do they say yes in brazil,translate
were you born in a hospital,where_are_you_from
when do i need to change my tires,tire_change
what do i need to make chicken salad,ingredients_list
what's the minimum payment on my gas bill,min_payment
can you add passionfruit by yaeji to my playlist,update_playlist
what shots do i need before traveling to malawi,vaccines
can you tell me how to change the oil in my car,oil_change_how
"on a flight with allegiant to orlando, how many carry ons can i take",carry_on
i want to know if pizza is healthy,nutrition_info
you are a bot aren't you,are_you_a_bot
can i make a reservation for 6 pm on the 21st at sidetracks,restaurant_reservation
please open a call to my mother,change_ai_name
please tell me how to submit a vacation request,pto_request
what's today's weather going to be,weather
do a virtual coin flip and tell me if i win as tails,flip_coin
is there another entity you work for,who_do_you_work_for
how busy it that place for dinner,how_busy
i need a new accent male british,change_accent
i am changing over to italian now,change_language
can you check if my order has been delivered,order_status
what is the number of gas in my car right now,gas
where is an appropriate place where i can schedule to check out my tires,schedule_maintenance
"what is the equivalent of, 'life is good' in french",translate
i'm travelling to seattle soon and want to inform my bank,travel_notification
how many days was i sick or on vacation,pto_used
are barcelona plugs compatible,plug_type
are bananas on my shopping list can you add them if they aren't,shopping_list_update
roll a 7 sided dice,roll_dice
what's a fun fact relating to elephants,fun_fact
where do i go to get my w2 for tax reasons,w2
will you roll a 4 sided dice,roll_dice
play me some music,play_music
do you know what are the ingredients to make apple pie,recipe
what types of things do you know,what_can_i_ask_you
do i have any meetings today between 8 and 9,meeting_schedule
i want to hear some music,play_music
i need rules for jump starting,jump_start
how long ago was my car last in the shop,last_maintenance
play the next song queued up,next_song
for how long does this need to cook,cook_time
my luggage is missing i was on american airlines flight ab123 out of dallas,lost_luggage
what time is it now pacific time,time
"at noon, schedule a meeting with saul",schedule_meeting
what is the caloric value of a cookie,calories
please cancel my reservation for dinner,cancel_reservation
switch fan,smart_home
can you find me a hotel in columbus with good reviews,book_hotel
do you have a boss,who_do_you_work_for
convert cm to inch,measurement_conversion
can you call a taxi,make_call
what are some interesting things to do in dc,travel_suggestion
i must know what the traffic is like on the way to phoenix,traffic
how do i say you're welcome in chinese,translate
remove anniversary dinner from my calendar on april 5,calendar_update
how is the tire pressure,tire_pressure
start talking in spanish,change_language
this ai was made by what person or team,who_made_you
how do you make pot roast,recipe
what steps can i take to make sure my credit score doesn't go down,improve_credit_score
will it be long to get to the sky harbor airport,distance
change back to your factory settins,reset_settings
how do i get to the beach by bus,directions
switch to the whisper mode,whisper_mode
where is my phone now,find_phone
are there any decent places to get seafood in seattle,restaurant_suggestion
are you an ai or can you prove you're human,are_you_a_bot
should i put air in my tires,tire_pressure
do you have many kinds of pets at your house,do_you_have_pets
what's the title of this,what_song
remember to lock the doors,smart_home
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,book_flight
is it easy to change the oil in my car,oil_change_how
"can you give me a thai meal suggestion, please",meal_suggestion
am i good to eat this burger from the fridge that i got two mondays ago,food_last
what is my saving's account balance,balance
what do you get if you roll a six sided dice,roll_dice
how long does cottage cheese keep in the fridge,food_last
do not complete the task that i gave you,cancel
how much is 50 plus 756,calculator
i am wanting to know how many carry ons i can take on a flight with southwest airlines to houston,carry_on
please tell me how much i owe sprint and how much i owe hsn,bill_balance
who in the area can inspect my engine light,schedule_maintenance
tell me some amazing trivia about radios,fun_fact
what is the minimum i have to pay on my chase card,min_payment
does nopa in san francisco take reservations,accept_reservations
definition of anachronism,definition
my visa card  what's the apr on that,apr
what is delta's carry on policy,carry_on
abort the current action,cancel
the name i go by is sandy,change_user_name
i wanna know my credit rating now,credit_score
can you change the way you talk to a male british voice,change_accent
when will i get to my destination,flight_status
"cancel my last request, i know the answer",cancel
are you a real human,are_you_a_bot
look for funny jokes,tell_joke
what time is it,time
tell me who is your boss,who_do_you_work_for
who was your programmer,who_made_you
when is the next scheduled holiday,next_holiday
what's the traffic like on the way to the amusement park,traffic
what is today's date,date
"please increase my credit limit to $9,000",credit_limit_change
how much have i spent on food recently,spending_history
would you let me know the carry-on restrictions for american airlines,carry_on
tire pressure please,tire_pressure
is this human or a robot,are_you_a_bot
can i substitute ginger for garlic,ingredient_substitution
do i have the gas to get to orlando,gas
"how do they say ""i love you"" in japanese",translate
please turn off your wifi from my phone,sync_device
i wish to know the balance of my bank of american account now,balance
"how do they say ""how's it going"" in swahili",translate
inform my bank i will be travelling to central africa,travel_notification
can you explain to me what type of vacation days i have still,pto_balance
what do i need to gas up this car,gas_type
please get me a flight booked from miami to dallas on american airlines,book_flight
what are the fees to use my card in nigeria,international_fees
could i use white wine instead of red wine in a recipe,ingredient_substitution
tell me where a w2 is available please,w2
can you tell me any truly funny knock knock jokes,tell_joke
name some tourist things to do in chicago,travel_suggestion
how long should i cook the ham for,cook_time
"thanks for chatting, later",goodbye
what do you feel like doing,greeting
who can send me a w2 so i can complete my taxes,w2
quickly disconnect the phone,sync_device
how is life in existence,meaning_of_life
please add an item to my calendar that i need to clean the kitchen on thursday,calendar_update
what do tourists do in tokyo,travel_suggestion
remove the birthday party this friday from my schedule,calendar_update
what's the song currently playing,what_song
please whisper,whisper_mode
are there international transactions fees for rainbow card,international_fees
how long do i have before frozen chicken will go bad,food_last
how can we start communicating in french rather than english,change_language
quiet now,cancel
what's it been costing me to buy three packs a day,spending_history
play the next tune,next_song
how long does it take frozen steaks to go bad,food_last
is there a way i can change the name you use to address me,change_user_name
purchase a flight from boise to sacramento on sunday and returning on wednesday,book_flight
what is the title of this tune,what_song
could you say that again,repeat
what is the sushi like at yakamoto,restaurant_reviews
add mop bathroom to my to do list,todo_list_update
what band is this,what_song
i wanna change your name to audrey,change_ai_name
please repeat what you just said,repeat
i would like to use my credit card points to acquire a new laptop,redeem_rewards
what's the weather looking like,weather
who is this ai's creater,who_made_you
tell me something interesting about sperm whales,fun_fact
i need to get 3 riders to union station,uber
what timezone is sacromento in,timezone
can you me what they call you,what_is_your_name
can you order more chapstick i am all out,order
what are the reviews like for bar tartine,restaurant_reviews
can you tell me where you were created,where_are_you_from
what does it say on the clock,time
is there traffic up ahead,traffic
could pizza be healthy,nutrition_info
should i get more gas,gas
how long are eggs good for,food_last
i need to know whether you are a cat or dog person,do_you_have_pets
have they authorized my vacation,pto_request_status
should i get a visa before going to cancun,international_visa
how high is my credit limit for my bank of america card,credit_limit
put dr feelgood by motley crue on my playlist,update_playlist
how do i change the oil in my car,oil_change_how
how do i say thank you in japanese,translate
how do i change my car oil,oil_change_how
tell me what date it is please,date
you came from where,where_are_you_from
does this take regular unleaded,gas_type
what makes life have any meaning,meaning_of_life
do i need a visa for germany,international_visa
what is the most unique piece of trivia relating to cameras,fun_fact
when will my panam flight be arriving,flight_status
fix my language to spanish,change_language
can you tell me what my name is,user_name
does ruby tuesday accept reservations,accept_reservations
we need an uber pool for 2 passengers going to the greenboro airport,uber
i am josh,change_user_name
when must i change oil,oil_change_when
help me get an uber,uber
where do i find instructions on how to speed up voice replies,change_speed
how long will it take me to get to the mcdonald's in the city,distance
please be sure to put folding laundry on my to do list for me,todo_list_update
what's my eta on the bus ride to church,distance
check and confirm reservations at ruth chris for carol lee,confirm_reservation
will you add what i'm listening to to my dinner playlist,update_playlist
