text,intent
how do you spell mississippi,spelling
please tell me what the boarding time is for my plane,flight_status
what is the time in the utc timezone,time
did discover get my card application yet,application_status
what does my gas meter say,gas
do you charge me if i use my card in japan,international_fees
"can you read my reminder list, please",reminder
it could be possible,maybe
add walk by pantera to my playlist,update_playlist
tell me what monstrosity means,definition
skip and next,next_song
my card doesn't work anymore,damaged_card
how to improve my credit score,improve_credit_score
tell me why was my card declined at the zoo,card_declined
name the singer of this track,what_song
what are the health benefits i have,insurance
i would like to change your name to a different one,change_ai_name
how do i locate my credit score,credit_score
look up the gas mileage for my vehicle,mpg
how much are utilities,bill_balance
what is my balance in checking account,balance
can you increase the speaker volume,change_volume
my shopping list contains what,shopping_list
can i substitute honey for sugar,ingredient_substitution
"my credit card has been stolen, please report it",report_lost_card
is it possible to make reservations in advance for macaroni grill,accept_reservations
i lost my phone,find_phone
please tell me the subway station nearest to madison square garden in new york,directions
please put annie's baby shower on march 30 in my calendar,calendar_update
tell me my credit card's annual percentage rate,apr
what kind of electrical plugs do they uze in z,plug_type
what are the nutrition facts for macaroni and cheese,nutrition_info
find a suitable lodging in vancouver on march 16-19,book_hotel
activate whisper mode,whisper_mode
how do i get to the beach by bus,directions
so what do you do at free time,what_are_your_hobbies
i can't find my mastercard and i want to report it as lost,report_lost_card
i need you to call michael at home,make_call
what type of plug does the country use,plug_type
make a reminder to give the cat her flea medicine,reminder_update
i don't want this phone synced any more,sync_device
from where are w2 forms given,w2
what does subway use to make a cold cut combo,ingredients_list
is my credit card expiring soon,expiration_date
look up the ratings for olive garden,restaurant_reviews
what's the funniest joke you know,tell_joke
i am wanting to change your name to felix,change_ai_name
how much do americans pay for federal taxes on average,taxes
"in one cookie, how many calories would i find",calories
can i get you to talk like a pouty english guy,change_accent
can you make me a reservation for 4 pm on the 22nd at ruth's,restaurant_reservation
would you give me directions to the closest starbucks restaurant,directions
what's the routing number for my checking account,routing
tell when should i get my tires changed next,tire_change
when will a replacement card get here,replacement_card_duration
i did not understand say it again,repeat
can you tell me how busy outback steakhouse will be at 7:30 pm,how_busy
show me the transactions from costco yesterday,transactions
what is left in my gas tank,gas
i shall remove fishing from my calendar for soccer,calendar_update
are you an ai or a real person,are_you_a_bot
what name should i use when talking with you,what_is_your_name
please suggest a british meal for me,meal_suggestion
please be sure to put folding laundry on my to do list for me,todo_list_update
i need new checks,order_checks
whats the latest on flight dl123,flight_status
check up on the status of my online order,order_status
teach me how to change my oil,oil_change_how
i need to get my tired checked at one of the location,schedule_maintenance
i call tails for a coin flip you need to do right now,flip_coin
"if you flip a coin, i call tails",flip_coin
who would you say your employer is,who_do_you_work_for
i wanna know the status of flight dl123,flight_status
tell me the month my card expires,expiration_date
raise the volume to 4 please,change_volume
abort running program,cancel
hell if i know,maybe
what vaccinations do i needs to travel to paris,vaccines
what oil do i need and how is it changed,oil_change_how
i must switch to a new insurance plan,insurance_change
cheapest fare for flight from tehran to new york on august 1 with return on august 20,book_flight
can you help me set up direct deposit,direct_deposit
does my mastercard have any rewards points remaining,rewards_balance
let me swap salt for baking soda,ingredient_substitution
apply for a kbc card for me,new_card
please call christy,make_call
how does scheduling a meeting work,schedule_meeting
is it possible to speed up of your replies,change_speed
can you help me find the interest rate for my sba account,interest_rate
how's my tire pressure,tire_pressure
what do i do when my car battery is dead,jump_start
i'd like to schedule a tire inspection,schedule_maintenance
what is 90908 divided by 30890,calculator
how busy is zippy around 12 for lunch,how_busy
make an appointment for an oil change,schedule_maintenance
how much have i spent on starbucks since the beginning of 2019,spending_history
where do i find the routing number for navy federal,routing
what is life all about,meaning_of_life
send a message to mom be there soon,text
help me transfer $x from credit to debit,transfer
please tell me when my flight will land,flight_status
what's my total point number on my mastercard,rewards_balance
how long to get a new credit card,replacement_card_duration
no way!,no
i'd like to know your hobbies,what_are_your_hobbies
will i be charged if i use my card in mexico,international_fees
is it possible to get a credit limit increase to 3000,credit_limit_change
can you find me a recipe for honey ham,recipe
please look into the current wait times at chili's right now,how_busy
is there an open meeting room between 2 and 4,schedule_meeting
tell me everything i included on my list of things to remember for later,reminder
i need to find the correct td bank routing number for my pennsylvania account,routing
can i hear some music by cloud control,play_music
you saved my name how,user_name
can you check my tire pressure,tire_pressure
it's necessary to call michael,make_call
volume to whisper voice,whisper_mode
does macaroni grill have a wait how long,how_busy
what does x’s music sound like,play_music
i would like to try and confirm that i have a reservation at macaroni grill for silva,confirm_reservation
i'd like to know how many vacation days i have,pto_balance
how long do you bake a cake,cook_time
what is the reason i am locked out of my bank account,account_blocked
add all my bills for this month and tell me the total,bill_balance
can i use normal flour if i don't have bread flour,ingredient_substitution
"what time is it in las vegas, nv",time
"if you had to choose, would you choose a cat or a dog",do_you_have_pets
i want to know if you have hobbies,what_are_your_hobbies
please transfer $x from checking to saving,transfer
when do i have meetings today,meeting_schedule
"on my to do list, add dishes",todo_list_update
please add final exams to my calendar for may 2,calendar_update
what is 10 to the 12th power,calculator
add this tune to my jazz playlist,update_playlist
when is the next time it is suppose to rain,weather
my next oil change is when,oil_change_when
can you tell me how to spell manipulation,spelling
i must know the point of life,meaning_of_life
i want you to add cleaning the toilet to my to do list,todo_list_update
where's my package right now,order_status
is the air pressure on my tires low,tire_pressure
what time is my flight supposed to be landing,flight_status
i need to know again,repeat
does france have any current travel alerts,travel_alert
is the traffic bad on the way to work,traffic
how many us dollars can i get for 20 euros,exchange_rate
"i am going to south america, let my bank know",travel_notification
how can i travel by bus to the grand canyon,directions
would you let me know if you are a cat or dog person,do_you_have_pets
how do i go about getting more checks since i ran out of them,order_checks
what's my pioneer routing number,routing
tell me something funny about love,tell_joke
should i get a vaccination before i go to katmandu,vaccines
i forgot the pin number for my college fund account,pin_change
time zone in miami is what like,timezone
can i make a reservation for 8 pm at red robin for 3,restaurant_reservation
what ingredients do i need to bake a cake,ingredients_list
i am going to need a block put on my chase account right away,freeze_account
check if there's a hotel room that can receive 10 people in tampa from this friday for a week,book_hotel
do i have the gas to get to orlando,gas
is it possible to lower my credit score by doing this,improve_credit_score
what is 13 times 45,calculator
why do you think we're here,meaning_of_life
what is the full name of your boss,who_do_you_work_for
what is my current interest rate,interest_rate
what is the protocol for requesting a vacation,pto_request
either one would work,maybe
how busy is orchids at 7,how_busy
how long will a new card take to reach me,replacement_card_duration
how many vacation days have i used,pto_used
use the male voice please,change_accent
are there meeting rooms available between 11-12,schedule_meeting
i want to verify my reservation for the 18th at 1pm,confirm_reservation
i can't find any of my luggage!,lost_luggage
is it possible to apply for a visa card,new_card
append my playlist with smooth operator by sade,update_playlist
please link up to my cell,sync_device
lets pause this song and move onto the next,next_song
"when i am in spain using my cmaden card, is there any transaction fee",international_fees
what are your favorite hobbies,what_are_your_hobbies
how much did i spend on gas last week,spending_history
are any rooms free from 12 to 1,schedule_meeting
pause,cancel
what day do i get paid,payday
i need to know what kinds of pets you have,do_you_have_pets
how many vacation hours have i accrued,pto_balance
can i use flour instead of cornstarch to make gravy,ingredient_substitution
i need to apply for a bank of america travel rewards credit card,new_card
i wanna know the balance of my bank of american account,balance
help me find someone to look at my check engine light,schedule_maintenance
use a male voice now,change_accent
can you give me info on miami weather,weather
what benefits do i get from insurance,insurance
is the level of fuel in my car enough to get me to work,gas
set a reminder for me to do this in a bit,reminder_update
"if i lost my luggage, where can i get help",lost_luggage
provide a random roll of the dice,roll_dice
"x has given me an interest rate, what is it",interest_rate
what is the protocol for modifying my insurance policy,insurance_change
what kind of gas should i put in this car,gas_type
you need to speak softer,whisper_mode
how would they say say goodbye in hawaii,translate
would it be smart to get a plug converter when i visit israel,plug_type
can u please set the timer for 5 minutes,timer
how many bags can i carry-on for flights on singapore airlines,carry_on
do you know who you report to,who_do_you_work_for
do you know if olive garden does reservations,accept_reservations
i need to know my bank of america account routing number,routing
making spaghetti sauce perfectly is done how,recipe
what ingredients do i need for gumbo,ingredients_list
what do i have on my calendar for february 8,calendar
what is the interest rate on my barclay card arrival credit card,interest_rate
i want to listen to music,play_music
tell me which restaurants are good for thai food in las vegas,restaurant_suggestion
are there any holiday's comming up,next_holiday
what is on my schedule for tomorrow,calendar
tell me ths pressure of my tires,tire_pressure
how much did my state taxes change,taxes
is there any way you can decrease your speaking rate,change_speed
what's the cooking time for the cake,cook_time
please play the new lady gaga song,play_music
what if i have the wrong plug,plug_type
what is the credit card apr at the moment,apr
i can't seem to find my gold card and want it reported as lost,report_lost_card
who were you invented by,who_made_you
where am i located currently,current_location
what's the status of the order i placed online last week with target,order_status
what time is it in the alaska standard timezone,time
i was buying qtips today at walmart and my card got declined,card_declined
how do i convert tablespoons to cups,measurement_conversion
when will i recieve another paycheck,payday
help me change my pin number for my money market account,pin_change
i need to edit this event out of my calendar,calendar_update
tell me some amazing trivia about radios,fun_fact
do you know what calumny means  please look it up for me,definition
do you have any jokes to tell me,tell_joke
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,book_hotel
do i have enough in my sears account to buy a new dishwasher,balance
is milk an ok substitute for cream,ingredient_substitution
i'd like you to address me as lord snugglebottom,change_user_name
i need to set up direct deposit,direct_deposit
"what is your favorite, cats or dogs",do_you_have_pets
my luggage appears to be missing,lost_luggage
swap my amex pin to 1234,pin_change
you can call me alan,change_user_name
go ahead and flip a coin,flip_coin
dial christie's cell,make_call
can you tell me the date today,date
i want to know the expiry month of my card,expiration_date
can you tell me where to get a w2,w2
what can i use you to help me with,what_can_i_ask_you
let me know how to get to the starbucks nearby,directions
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,book_flight
i really wanna get some more checkbooks mailed to me,order_checks
find a good recipe for meatloaf,recipe
what's the time in anchorage timezone,time
does moes in la except rerservations,accept_reservations
talk later,goodbye
send ally a text message the message is that i just landed,text
will you help me book a place to stay from monday to friday in pittsburgh,book_hotel
"speak faster, please",change_speed
how many dollars can i exchange for 5000 rubles,exchange_rate
can my debit card be replaced quickly,replacement_card_duration
which countries require vaccinations before entering for travel,vaccines
is las vegas a safe place to visit,travel_alert
dont allow any action on my account,freeze_account
might i be able to apply for a new credit card,new_card
how many miles can i drive before i need to change my tires,tire_change
tell me something amusing,tell_joke
what's the temperature outside,weather
would you remove bread from my shopping list and add bread,shopping_list_update
i’ll be leaving now,goodbye
does luigi's take reservations,accept_reservations
go to the female voice,change_accent
"are bananas on the list, if not can you add them",shopping_list_update
tell me about your pets,do_you_have_pets
i would like you to add milk if it is not on my shopping list already,shopping_list_update
my car needs to be brought for maintenance,schedule_maintenance
how is the approval of my day off going,pto_request_status
thanks for talking to me,goodbye
how healthy is spaghetti,nutrition_info
how much longer until i have to change my tires,tire_change
do you know how many o's are in honor,spelling
give me a hand finding my mobile device,find_phone
i have to add farm trip to my calendar for friday,calendar_update
how long does it take pork to cook,cook_time
can you tell me what i have on my shopping list,shopping_list
remove the may 11 event called baby shower from my calendar,calendar_update
what's my pay,income
book a flight from chicago to dc on monday and returning on wednesday,book_flight
how much petrol do i have,gas
tell me the nutrition for grapes,nutrition_info
how many days until i am off,next_holiday
please set my account as frozen,freeze_account
what shots do i need before traveling to malawi,vaccines
what is the status of my online order,order_status
what ingredients are in cake,ingredients_list
switch to whisper mode,whisper_mode
move 100 dollars from checking to savings,transfer
pay my electric bill from my paypal account,pay_bill
make your speech slower than now,change_speed
explain to me how to cash in rewards for my mastercard,redeem_rewards
what is the process to move money from one account to another,transfer
send $5 from savings to checking,transfer
how do i jump start my battery,jump_start
by what name people call me,user_name
can you suggest a meal from ireland for me,meal_suggestion
do you know if outback allows reservations,accept_reservations
my credit card was stolen,report_lost_card
i must set a timer,timer
roll dice now,roll_dice
whats the deadline for amex payment,bill_due
undo,cancel
can you get me a table for 5 at mcdonalds at 5pm,restaurant_reservation
i need to report a lost card,report_lost_card
what are some trivia questions about lebron james,fun_fact
go to whisper mode,whisper_mode
can i refer to you as mike from here on out,change_ai_name
i wanna know how long can i keep pizza in the freezer for before it goes bad,food_last
skip this and go to the next song,next_song
what goes into chicken noodle casserole,ingredients_list
who created you,who_made_you
tell me what cyst means,definition
my card is to be reported stolen,report_lost_card
skip this song,next_song
where could i locate a w2 form from,w2
at free time what do you do,what_are_your_hobbies
put a freeze on my bank account,freeze_account
good to see you,greeting
how long does a roast take,cook_time
how much have i spent on books recently,spending_history
where's my luggage for american airlines flight ab123 out of denver,lost_luggage
what do i say for goodbye in hawaii,translate
use one of your male voices,change_accent
is there a way to get a larger limit on my bank of america card,credit_limit_change
which day will it be five days from now,date
is it possible to take the bus to the brooklyn bridge,directions
i'd like to know my current location,current_location
tell me the status of my tires and when i need to replace them,tire_change
speak slower please,change_speed
i need you to give me a suggestion for what to make for dinner,meal_suggestion
what is the exchange rate between british pounds and yen,exchange_rate
what topics are you versed in,what_can_i_ask_you
i want to schedule a tire check up somewhere,schedule_maintenance
how many a's can you find in the word happiness,spelling
help make changes to my insurance policy,insurance_change
i want to update you name now,change_ai_name
tell me something funny about animals,tell_joke
how to improve a credit score,improve_credit_score
"instead of pepper, can i use salt",ingredient_substitution
what do i need to make chicken noodle casserole,ingredients_list
can you please start my car,smart_home
i would like to thank you,thank_you
i do not have cookies so will you order me some more,order
let me know what the routing number for my civista account is,routing
do you go by any nicknames,what_is_your_name
what ingredients are necessary for a steak,ingredients_list
"my card was declined at the store yesterday, what happened",card_declined
peace,goodbye
"if i fly american to los angeles, how many carry ons am i allowed",carry_on
give me the 7 day forecast,weather
what is the definition of intelligent,definition
can you pay the bill now,pay_bill
i am not sure how to pay my phone bill and need assistance,pay_bill
i need you to buy a mouse for me,order
inform my bank that i'll be going to europe,travel_notification
can you please speed up your speech,change_speed
what kind of international transaction fees are related to my amex,international_fees
let me understand my credit rating,credit_score
do you know how much i have in checking,balance
provide me the name of who programmed you,who_made_you
my credit card fell out of my back pocket and got flushed down the toilet,damaged_card
get rid of butter on my shopping list,shopping_list_update
when will i be paid again,payday
the answer to that is a resounding yes,yes
how do i find axos bank's routing number,routing
let me know in 15 minutes please,timer
update me on my delta flight please,flight_status
i'd like to have everything on my shopping list,order
my card has purchases i don't recognize,report_fraud
substitute for milk in pancakes,ingredient_substitution
can you guess my name,user_name
"when asked who you work for, what would you say",who_do_you_work_for
is a walmart gift card one of the things i can use my credit card points on,redeem_rewards
tell me when the milk will expire,food_last
i lost my commerce card and need to report it as lost,report_lost_card
where's my package,order_status
where is my w2,w2
i need to know what the traffic typically like at 3:30 on the route to phoenix,traffic
tell me the reviews for chipotle,restaurant_reviews
can i get assistance with booking a seattle car rental,car_rental
i need help acquiring new insurance,insurance_change
what plug type should i use in england,plug_type
what do i do to jump start my car,jump_start
how many mpg does this car have,mpg
how many hours will it take to get to my destination,distance
show me transactions related to travel,transactions
how often do tires need changing,tire_change
what's the letters in 'you' word like,spelling
you can call me john,change_user_name
what's my apr on my discovery card,apr
at what point will i need another oil change,oil_change_when
i want to hear you tell a joke,tell_joke
what's my apr on this card,apr
when did i last get my car tuned up,last_maintenance
can you read to me the nutritional info for macaroni and cheese,nutrition_info
is there a name that you preferred to be called by,what_is_your_name
show me the last month of transactions,transactions
is spaghetti healthy,nutrition_info
translate for me hello into french,translate
i wish to have a 10 minute timer,timer
ai could you say that again,repeat
prove that you're a person,are_you_a_bot
"find all the ""a""s in happiness",spelling
please use a quicker rate of speech,change_speed
i'm not sure of that,maybe
"ai, heads or tails",flip_coin
can you help me find a lasagna recipe,recipe
please tell me a joke about dinosaurs,tell_joke
show me last transaction,transactions
how many miles before i run out of gas,gas
give me instruction mannual on how to change oil,oil_change_how
i'm desperate to know about my cc processing,application_status
tell me what you do for fun,what_are_your_hobbies
please let me know why my card was declined yesterday,card_declined
"where is the closest dog groomer in charlotte, north carolina",directions
i need to report a new card please the atm hurt mine,damaged_card
what amount did i spend for food on chase visa on current bill,transactions
can you help me tell what my starbucks rewards balance is,rewards_balance
the ingredients in pizza are what,ingredients_list
can you make your accent british male,change_accent
tell me my salary please,income
what are some of the attractions in gatlinburg,travel_suggestion
"is ""rescind"" a word of positive connotation",definition
can you get access to my phone right now,sync_device
can i increase my credit limit from 1000 to 2000 please,credit_limit_change
"it was great to see you again, see ya later!",goodbye
when will my milk be no good,food_last
can you tell me where the nearest rest station to me is,directions
will you roll a 3 sided dice,roll_dice
what's the calorie count for tuna casserole,calories
"in my car, what's the fuel economy",mpg
can you play some music by the beatles for me,play_music
please put milk on my list i just used the last of it,shopping_list_update
can you spell hamburger,spelling
tell carl my gps coordinates,share_location
decrease volume,change_volume
does nopa in san francisco take reservations,accept_reservations
spell the word restaurant for me,spelling
do i have many health benefits,insurance
can i change your name,change_ai_name
how much is the current balance in my td bank savings account,balance
how do you feel,greeting
how long until i should have my tires replaced,tire_change
what is the amount on my comcast bill,bill_balance
i gotta say no,no
i'm low on cherrios can you add that to the shopping list,shopping_list_update
can you tell me what the wait is like right now at cracker barrel,how_busy
turn your vocals down,change_volume
does delta allow more than one carry on when traveling to miami,carry_on
what is on my calander for valentines day,calendar
"given my time, what time is it in mst",time
whats your name,what_is_your_name
i don't know anything about that,maybe
can you confirm my reservation for dave at outback steakhouse,confirm_reservation
"can you spell ""diatribe"" for me",spelling
let me know my routing number,routing
what meetings do i have scheduled today,meeting_schedule
call me dad,change_user_name
please remove laundry from my list of chores,todo_list_update
what date do i have to pay my bill,bill_due
uh huh,yes
hit me with a good joke,tell_joke
is the fuel economy of this car good or bad,mpg
what time is it,time
my reservation for dinner needs to be canceled,cancel_reservation
"is paprika listed on my shopping list, please add it",shopping_list_update
how many days of vacation have i saved,pto_balance
what am i listening to,what_song
are there any alerts for travelling to beirut,travel_alert
why is my account locked,account_blocked
what is the balance of my bank of american account,balance
tell me when my next paycheck will be here,payday
before i leave for mexico should i get some more vaccinations,vaccines
"if i leave now, how long will it take me to drive to cape hatteras",distance
do you mind informing me the status of my southwest flight,flight_status
what's a good hotel to stay at in chicago,book_hotel
how high is my credit limit for my wells fargo card,credit_limit
i want to see paris will i need an international visa,international_visa
what can i carry-on delta flights,carry_on
what status is my card application in,application_status
give me the reviews for chipotle,restaurant_reviews
"utilizing an automobile known as a bus, how long will it take to get to detroit",distance
what are the nutrition facts for a rodeo cheese burger at burger king,nutrition_info
schedule flight from madison to atlanta on delta,book_flight
what is al's age,how_old_are_you
what are the best family restaurants in charlottesville,restaurant_suggestion
what can you tell me about miami weather,weather
i'm reporting fraudelent activity on my card,report_fraud
can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,restaurant_reservation
is there a time when i should get my tires changed,tire_change
"your voice speed is too slow, please increase it",change_speed
ai i didn't hear you,repeat
why'd they put a freeze on my bank account,account_blocked
i need rules for jump starting,jump_start
is that place busy around dinner time,how_busy
how do i get my check directly deposited,direct_deposit
how do i place an order for more checks for my bank of america account,order_checks
"at 4 tomorrow afternoon, remind me to start the oven",reminder_update
can i eat chicken if it's been in the fridge since monday,food_last
you can call me james,change_user_name
pay the minimum payment for m and t bill,min_payment
please find out the status of my vacation request,pto_request_status
i want you to call me lord,change_user_name
what do i have to do on march 2 that's on my calendar,calendar
at around noon what is the traffic typically like on the route to the hopsital,traffic
what is the traffic like on the way to makaha,traffic
will you summarize my health benefits,insurance
i need to increase my credit limit,credit_limit_change
i wanna learn a phrase in russian,translate
put cleaning on my to do list,todo_list_update
i need to make a bill payment,pay_bill
please tell me my current location,current_location
what's this song playing,what_song
share my meeting schedule with me,meeting_schedule
look up travel alerts for canada,travel_alert
remind me to take the chicken out in a hour,reminder_update
when was my last paycheck,payday
reserve a table for 6 at morton's under the name jaime at 8:30pm,restaurant_reservation
is cleaning the kitchen coming up on my list of things i have to do today,todo_list
can you order more chapstick i am all out,order
can you remind me to mop later by putting it on my to do list today,todo_list_update
can i redeem my credit card on safeway,redeem_rewards
what is regard mean,definition
post my gps coordinates to my facebook friends,share_location
help me get an american express card,new_card
nigeria is in which time zone,timezone
"can i make a reservation for 2 at state bird for 6:30, please",restaurant_reservation
can you add up how much time i've taken off so far,pto_used
i need a rental car for sfo from friday to saturday,car_rental
what is the exact date of your birth,how_old_are_you
i need a hotel room for 4 people in lakewood from monday to wednesday,book_hotel
would you tell me a joke,tell_joke
are there any transaction fees associated with my amex card if i am in the uk,international_fees
i need a hotel room that can host 5 people from tomorrow to saturday in denver,book_hotel
can you share my location with mom,share_location
how much do i make every 2 weeks,income
what do i make yearly,income
look me up on the map,current_location
set an alarm for 5 pm,alarm
i am in need of a switch to my insurance plan,insurance_change
do heads or tails,flip_coin
can you schedule a meeting with john for 12,schedule_meeting
how much do i pay in apr on my amex card,apr
"actually, cancel that",cancel
create an alarm for 6am,alarm
how many miles until i get to the beach,distance
can you roll a 6 sided dice,roll_dice
how would you define my health benefits,insurance
i want to know my credit card apr,apr
does macedonia have any travel alerts i should be aware of,travel_alert
i need to know this song's name,what_song
can you tell me how old you are,how_old_are_you
what name do you prefer,what_is_your_name
is there enough money in my discover account for a vacation,balance
i need to know more about my health plan,insurance
how can i cash in the rewards i have earned on my amex,redeem_rewards
would i need a travel visa to go to the congo,international_visa
i accidentally put my credit card in the shredder,damaged_card
how much is my rent,bill_balance
i can't find my insurance card and i want to report it as lost,report_lost_card
the apr on my visa card is what,apr
where can i go to find out my credit limit,credit_limit
how is my credit score,credit_score
what's the nutritional info for a loaf of bread,nutrition_info
do i have meetings scheduled today,meeting_schedule
can you call a taxi,make_call
do you know if my reservation for dono is confirmed at 8 pm,confirm_reservation
what is my cable bill minimum payment,min_payment
can you look up the name of this song,what_song
text my coworker for me and tell them the due date,text
how long should i cook chicken thighs,cook_time
"in tokyo, what time is it",time
i need help paying my rent bill,pay_bill
i want to hear a fun fact about american presidents,fun_fact
get an uber to take me to my brother's house in mineola,uber
what is there to do in evans,travel_suggestion
tell me straight if it has been processed or not,application_status
"i would like to set up a direct deposit, please tell me how",direct_deposit
when should i take an apple pie out,cook_time
what kind of gas does this car use,gas_type
i want to to schedule maintenance on my vehicle,schedule_maintenance
could you submit a pto request for me from dates oct thirty to nov second,pto_request
i'm due for an oil change and need assistance doing it and also need to know what kind of oil the car takes,oil_change_how
are there many international transactions fees for the freedom card,international_fees
i need to know the ingredients in a hamburger,ingredients_list
when is my car insurance due,bill_due
change language setting to english,change_language
share my location with ma,share_location
i need an uber to the sears tower,uber
how much in total do i need to pay cox and at&t,bill_balance
the plastic numbers on my card are falling off,damaged_card
how much do i pay in income tax,taxes
what hobbies do you do,what_are_your_hobbies
only call me dan,change_user_name
will i be charged extra for using my card in spain,international_fees
"are you ai, or a person",are_you_a_bot
do i need to bring a visa when i go to canada next month,international_visa
i'd like to know the apr on my visa card,apr
i prefer to go by brad,change_user_name
are you real or not,are_you_a_bot
what step do i take if my bag got lost on the flight,lost_luggage
"sorry, can you speak a little quicker, please",change_speed
should i put air in my tires,tire_pressure
confirm my reservation at dino's at 6 pm,confirm_reservation
is there an easy way to change feet into inches,measurement_conversion
are there any exciting tourist things to do in boston,travel_suggestion
slow down your speech,change_speed
what do you like to do in your spare time,what_are_your_hobbies
what is delta's carry on policy,carry_on
quickly disconnect the phone,sync_device
i require another filter so can you order me another one,order
italy's timezone is what,timezone
what is the credit limit for my usaa card,credit_limit
"that's enough, don't say anymore please",cancel
how much do i have in my checking,balance
please tell me the weather forecast,weather
let's start whispering,whisper_mode
please locate my phone,find_phone
"in regards to my wells fargo account, why is there a hold",account_blocked
what do you need to do to make sushi,recipe
what is my income,income
"can you tell me my shopping list items, please",shopping_list
please transfer $s from saving to checking,transfer
do i have enough points on my starbucks card yet,rewards_balance
i would like to know the kind of gas that this car uses,gas_type
"please, will you turn on my tv",smart_home
can you cancel the reservation for kyle's party at red lobster,cancel_reservation
i'm saying goodbye now,goodbye
remove celebrate anniversary from my calendar,calendar_update
list of countries with travel alerts,travel_alert
can you talk to me in french,change_language
heads or tails please,flip_coin
can i get the minimum payment for my credit card,min_payment
please tell me the minimum amount i can pay on my wells fargo credit card,min_payment
please schedule an appointment for my oil to get changed,schedule_maintenance
"in austin, what are some tourist things to do",travel_suggestion
want 5 minute timer,timer
that is not true,no
help me check my visa rewards card,rewards_balance
when is payday,payday
add a reminder to pick milk up at the store,reminder_update
how many years have you been on,how_old_are_you
will you add what i'm listening to to my dinner playlist,update_playlist
what are some of sweden's best sights,travel_suggestion
"how can i apply for a visa card, please",new_card
call erryn,make_call
how is your day,greeting
what's the current weather,weather
when does my flight arrive,flight_status
what day is my next payday,payday
tell me what holiday is comming up next,next_holiday
thank you for the information,thank_you
how do i get to the park on foot,directions
so it turns out my card was declined at applebee's and i wanna know why,card_declined
how is new insurance gotten,insurance_change
"i want to change my oil if you can tell me what to do, and what kind do i get",oil_change_how
i think my luggage has been lost,lost_luggage
please tell me what my bank routing number is,routing
how do i make lassagna,recipe
do you know if my vacation request went through,pto_request_status
how do they say goodbye in hawaii,translate
tell my bank that i will be taveling to south korea,travel_notification
you've been a great help,thank_you
what is the date of today,date
did my vacation get approved,pto_request_status
please find the expiration month listed on my card,expiration_date
how low should the tread be on my tires to replace them i bought new tires four years ago,tire_change
tell me how many vacation days i have,pto_balance
please be quiet now,cancel
can you instruct me on how to make german chocolate cake,recipe
my card has been erased and i need to report it,damaged_card
what is the update on my vacation request,pto_request_status
in how many miles do i need to schedule my oil change,oil_change_when
do you know if my 401k is able to be rolled over,rollover_401k
