text,intent
any travel alerts for that country i should know about,travel_alert
replace my language to chinese,change_language
help me find my package,order_status
play next on the playlist,next_song
will i make it on the gas i have to orlando,gas
please help me with instructions on making chicken curry,recipe
"i lost my card, how should i report that",report_lost_card
please cross off schedule acupuncture appointment off of the to do list,todo_list_update
please remove laundry from my list of chores,todo_list_update
how long does it take to get to the mall in las vegas,distance
where is the closest gas station,distance
how do i choose the correct oil and how do i change it,oil_change_how
what's the song currently playing,what_song
what is inches in centimeters,measurement_conversion
i need to know how to spell xylophone,spelling
"add the thong song by cisqo to my playlist, please",update_playlist
stop my account activity,freeze_account
im sorry can you repeat yourself,repeat
thanks for helping out,thank_you
find out for me why is my bank account frozen,account_blocked
tell me how much my cable bill is,bill_balance
do you know what this car's mpg is,mpg
how good are the ratings for longhorn steakhouse,restaurant_reviews
define qat for me,definition
tell me some things i can do to secure my credit rating,improve_credit_score
what is the apr on my master card,apr
that is true,yes
what date will my next paycheck be here,payday
can i swap cayenne pepper for black pepper,ingredient_substitution
please help me increase my mastercard credit card limit,credit_limit_change
may i get all of the food transactions that were made last month,transactions
what rewards does my gold card get,rewards_balance
what time zone are we currently in,timezone
i lost my phone and need assistance,find_phone
lets go with heads or tails,flip_coin
share my location with sarah,share_location
i need you to get me a rental car in nashville,car_rental
how much in total will i be paying for bills,bill_balance
i'm drawing a blank,maybe
"hi, can you tell me the interest on my ira",interest_rate
how long does bread last in the freezer,food_last
tell me the date today,date
will this trip require vaccines,vaccines
what is the protocol for requesting a vacation,pto_request
someone misused my card and put fraudulent transactions on it,report_fraud
i need information on today's date,date
give me the plug type for the country,plug_type
tell me the date 650 days from now,date
how do i speed up the speech of this ai,change_speed
i need to change my insurance to a plan with a lower deductible,insurance_change
"sorry, i didn't hear you, can you say that gain",repeat
can you give me some suggestions to go site seeing when i get there,travel_suggestion
i would love to know my credit score,credit_score
how much do i make per day,income
tell me the status of my vacation request,pto_request_status
is there a conversion plug if you travel to australia,plug_type
i need to find the correct td bank routing number for my pennsylvania account,routing
please go ahead and make my student loan payment,pay_bill
see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,book_hotel
what timezone is lima in,timezone
exactly right,yes
excuse me,repeat
i need to find somewhere to check my tires out,schedule_maintenance
who are they that you work for,who_do_you_work_for
remind me to take out the garbage in the morning,reminder_update
add this song to my slow jams playlist,update_playlist
what's my routing number from chase,routing
i believe there are fraudulent charges on my card how can i report them,report_fraud
talk in whisper voice,whisper_mode
i want to go back to the factory settings,reset_settings
do you prefer peanut butter or cheese for your celery,shopping_list
tell me if flipping the mattress is on my list of reminders please,reminder
what sort of stuff do you know,what_can_i_ask_you
how are my federal taxes looking this year,taxes
do you know where i left my phone,find_phone
i nee to know how to transfer my 401k,rollover_401k
i want my schedule for march 2,calendar
can i ask you about anything,what_can_i_ask_you
describe who it is you work for,who_do_you_work_for
i need to know when the next holiday will be,next_holiday
is is possible to order more checkbooks for account ending in sequence 939392,order_checks
can you tell me how old you are,how_old_are_you
please change pin to 1234 on my bank account trailing in 3829,pin_change
i'm looking to call a group,make_call
can you tell me who made the ai,who_made_you
help me with math,calculator
that is actually false,no
can you check when my flight lands,flight_status
search for carry on rules for flights on delta airlines,carry_on
book me a flight out of la to chicago on march 3rd for under $500,book_flight
search for any travel alerts for canada,travel_alert
can you call my mom,make_call
my credit score is,credit_score
tire pressure please,tire_pressure
i would like that repeated,repeat
tell me how to change my pin number,pin_change
please ask the bank to freeze my account,freeze_account
place a marker for me where i am on the map,current_location
please fill me in on the nutrition facts for shrimp scampi,nutrition_info
"can you flip a coin, i will take tails",flip_coin
how to keep credit score high,improve_credit_score
what area did you grow up in,where_are_you_from
what is the minimum payment i can make on my xcel energy bill,min_payment
tell me what the date is today,date
let me know how many carry ons i can take on a flight with southwest airlines to dallas,carry_on
i'm calling you rupert from now on,change_ai_name
what's the least payment i can make on my cable bill,min_payment
let me know what the exchange rate between dollars and pesos is,exchange_rate
when will my flight take off,flight_status
thanks for the help!,thank_you
your efforts don't go unnoticed,thank_you
i'm travelling to seattle soon and want to inform my bank,travel_notification
what age are you,how_old_are_you
please tell me my income,income
will you let me know what my spending limit is,credit_limit
thank you,thank_you
show me the transaction on my car,transactions
do i have enough gas left to make it to tampa,gas
"where is the closest walmart to boise, idaho",directions
does moes in la except rerservations,accept_reservations
set up direct deposit for me,direct_deposit
"oh, thanks",thank_you
switch to the next song on this playlist please,next_song
go ahead and reset your factory settings,reset_settings
go back to your factory settings,reset_settings
let me know the lowest amount i can pay for my cable bill,min_payment
what does alternative mean,definition
"which do you prefer, cats or dogs",do_you_have_pets
what ingredients go in pizza,ingredients_list
my card got snapped in half,damaged_card
am i able to apply for a new credit card,new_card
definitely not,no
how much did i spend on gear two weeks ago,spending_history
can you go to amazon a repurchase my last purchase,order
tell me if you are a person or ai,are_you_a_bot
are you doing well,greeting
"describe the meaning of ""dog",definition
what's the healthcare plan i'm on,insurance
how long should i cook a ny steak,cook_time
"could you speak a little faster, please",change_speed
what is the calorie content of a small bag of lay's potato chips,calories
it was enjoyable talking with you,goodbye
"thanks for chatting, later",goodbye
can you tell me what your refer to me as,user_name
the answer to that is affirmative,yes
what date do i have to pay my bill,bill_due
roll the dice!,roll_dice
use my savings account to the pay the rent,pay_bill
i would like to switch to a different insurance plan,insurance_change
what is the amount of gas in my car,gas
can i use an ordinary plug in scotland,plug_type
what company created you,who_made_you
please go back to the settings of the original,reset_settings
are there any transaction fees associated with my amex card if i am in belgium,international_fees
can you see if i have my doors locked,smart_home
make a timer for 5 minutes,timer
i need help paying my water bill,pay_bill
give me some restaurant suggestions,restaurant_suggestion
"if i lost my luggage, where can i get help",lost_luggage
could you find my location on the map,current_location
give me the definition of ajar,definition
it looks like someone made an unauthorized amazon purchase on my account,report_fraud
what's my checking account balance,balance
when does the car payment come due,bill_due
what is the extent of the pto i've taken,pto_used
what is the apr on my american express card,apr
how tiny a payment can i make on electric bill,min_payment
i need to know my present gps coordinates,current_location
would you connect to my phone,sync_device
please tell me what shots i am required to get to travel to india,vaccines
do i have enough money in my charles schwab account to get a new baseball bat,balance
from where are w2 forms given,w2
how do you convert pounds to kilos,measurement_conversion
let me know what is on my reminder list,reminder
what can you call me,user_name
are you made in the usa,who_made_you
i want to book a flight reservation from texas to new york on may 9th and i want to come back on the 15th,book_flight
do you have any elvis music,play_music
how long is the validity of my credit card,expiration_date
my stolen card needs to be reported,report_lost_card
how should i proceed if my car won't start and i think it's the battery,jump_start
time taken to reach doctors office,distance
no way!,no
can i apply for a discover card,new_card
i need to know what i have spent on food recently,spending_history
can you remember the nutritional info for macaroni and cheese,nutrition_info
i want you to give me a suggestion for what to make for dinner,meal_suggestion
how many kilos are in 100 pounds,measurement_conversion
i need you to remind me to get something done,reminder_update
what do i need to gas up this car,gas_type
what do i owe the government on my taxes,taxes
how do i ask to have a vacation,pto_request
what vaccines do i need before i travel there,vaccines
can i change the voice to male,change_accent
i would love to know when my flight is going to land,flight_status
how much have i spent on food in the past week,spending_history
that’s actually wrong,no
may i hear some music by fleet foxes,play_music
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation
"i don't need my reservation, can you cancel it",cancel_reservation
will i be charged if i use my card in dublin,international_fees
find out the status of my most recent online purchase,order_status
help me find a good reviews hotel in la,book_hotel
what kind of questions are you good at answering,what_can_i_ask_you
tell me why am i locked out of my bank account,account_blocked
"yes, that's correct",yes
tell me the month that my card will expire in,expiration_date
i am josh,change_user_name
i accidentally put my credit card in the shredder,damaged_card
how long to get a new credit card,replacement_card_duration
how is the air level in my tires,tire_pressure
tell me a joke about baseball,tell_joke
what sorts of things do you do for fun,what_are_your_hobbies
what is 60 percent off of 350 dollars,calculator
when will we begin to board my scheduled flight,flight_status
tell me how to spell anonymous,spelling
i don't know for sure,maybe
i don't know how to spell squirrel,spelling
i need to hold off on my account,freeze_account
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,book_flight
please repeat yourself,repeat
just trash the reservation i made please,cancel_reservation
during what month will my card's expiration date fall on,expiration_date
can you help me do math,calculator
cancel my reservation for chris at jp field's,cancel_reservation
does chili's have good reviews,restaurant_reviews
find something fun for me to do in dallas,travel_suggestion
can you cancel my 5:30 pm table reservation at parc,cancel_reservation
find a mechanic to look at my check engine light,schedule_maintenance
no that isn't the case,no
"i would like my total rewards points balance on my bank of america platinum rewards card, please",rewards_balance
let randy and travis know where i'm at,share_location
what's the conversion from inches to centimeters,measurement_conversion
i do not have pizza so will you order me some more,order
tell me how do i schedule a meeting,schedule_meeting
how and where are my w2 forms given,w2
"i would like to apply for a air canada card visa, can you help me",new_card
it may be either one,maybe
that appears true,yes
what am i allowed to carry on for american airlines,carry_on
is is very much true,yes
tell me what you think my name is,user_name
how's traffic on i 95,traffic
find instructions for how to change the oil in a 2015 passat,oil_change_how
where do i go to get new insurance,insurance_change
how little can i pay on my car bill,min_payment
what do you want me to call you,what_is_your_name
i need a hotel booked in denver near the museum from friday to saturday,book_hotel
is there a way to tell when i need my oil changed,oil_change_when
does black rock take reservations,accept_reservations
can you tell my what france's timezone is,timezone
when can i expect my order,order_status
are you currently a pet owner,do_you_have_pets
what's the current date,date
what is the amount of balance i have to pay on my bill,bill_balance
help me convert feet into miles,measurement_conversion
please pay electric bill,pay_bill
what's the song they are playing for us right now,what_song
"ai, research usbank options to order more checks",order_checks
how busy is orchids at 7,how_busy
what's the distance between home and the closest starbucks,directions
which shots do i need to get before i go to africa next week,vaccines
how many crows are in 10 murders,measurement_conversion
has my vacation been approved yet,pto_request_status
is there an outlet plug adapter,plug_type
tell me where you come from,where_are_you_from
do i have milk on my shopping list please add it if it is not,shopping_list_update
"i replaced my tires yesterday, when should i get new ones",tire_change
please call me johnny,change_user_name
how long until my visa expires,expiration_date
will i have to wait to get a table at ihop,how_busy
what is the meaning of my life,meaning_of_life
find out where my phone is,find_phone
help me change my pin number,pin_change
pay my mortgage from my checkings accounts,pay_bill
i would like to know the kind of gas that this car uses,gas_type
can i substitute rice for potatoes,ingredient_substitution
tell me what cyst means,definition
how many dollars can i exchange for 100000 yen,exchange_rate
how much do i make,income
display the routing number for account huntington,routing
go ahead and order everything on my shoping list,order
"do i get a replacement card mailed, and when",replacement_card_duration
are there any good hotels in salem,book_hotel
tell the restaurant i cannot make it,cancel_reservation
help me figure out where this fraudulent transaction from google came from on my account,report_fraud
would you stop talking please,cancel
please set alarm for me,alarm
can you play an alarm at 5pm,alarm
you have what kind of pets,do_you_have_pets
i have a fraudulent transaction from wal mart on my account,report_fraud
what's your age again,how_old_are_you
please tell me how much i have spent recently,spending_history
what's the max time i can leave a green pepper in the fridge,food_last
play the next song instead,next_song
can you find instructions on how to change oil in a car,oil_change_how
"around 5 pm, how busy is kaya",how_busy
please check the status of my mastercard application,application_status
"how are you classified, as a human or a computer",are_you_a_bot
how long will eggs keep in the freezer,food_last
can you figure out how to find my credit score,credit_score
where was it you were made,where_are_you_from
what are some things i can do in portland,travel_suggestion
"could you play the next song on this playlist, please",next_song
help me change my credit limit,credit_limit_change
what is the definition of my health benefits,insurance
can you fast forward to the next song,next_song
tell me how to make chow mein,recipe
what's 10 inches in centimeters and millimeters,measurement_conversion
tell me the traffic in tempe,traffic
how many years old are you,how_old_are_you
call sandra right now,make_call
can i substitute milk for water,ingredient_substitution
can you please turn the volume to 4,change_volume
"for the shopping list, add ham as well",shopping_list_update
"how do i share where i am, with another person",share_location
i think someone's using my visa card without my permission,report_fraud
please do a stop on my bank account,freeze_account
inform me as to the plug type of the country,plug_type
add everything to my shopping cart,order
how much is my income tax,taxes
can you just start calling me sir,change_user_name
where can i find my phone,find_phone
how much did i spend this week,spending_history
what does it take to make buttermilk pancakes,ingredients_list
i cant remember when my bill is due,bill_due
where is my w-2,w2
decrease the speed of your speech please,change_speed
when will they let me board,flight_status
please go back to your factory settings,reset_settings
what gas does my car use,gas_type
when will my new visa get here,replacement_card_duration
do i have enough money in my chase account for a new refrigerator,balance
i need you to reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation
what has my income been like,income
please speak to me in chinese,change_language
please abandon the current job,cancel
i would prefer to hear you speak like a british male,change_accent
i spotted a fraudulent transaction from microsoft on my account,report_fraud
please report information about activity on my credit card,report_fraud
how miles does it take to get to red lobster from my current location,distance
please clear out my whole to do list,todo_list_update
"yeah that's right, so true",yes
i must change your name to amanda,change_ai_name
what is the carry-on policy say for flights on delta airlines,carry_on
what level is my gas at,gas
the information is wrong,no
i would like to change my pin number for my chase account,pin_change
i need a credit raise by 1000 dollars,credit_limit_change
please find me a hotel room for 4 people from monday to wednesday in lakewood,book_hotel
"if i take a flight on pan am to denver, how many carry ons are included",carry_on
what species of pets do you own,do_you_have_pets
buy all the things on the shopping list,order
what things do you enjoy doing,what_are_your_hobbies
what does my income amount to,income
tell me how to improve my credit score,improve_credit_score
i want to learn the process of changing oil,oil_change_how
who is your creator,who_made_you
is there any opinions on the sushi at yakamoto,restaurant_reviews
why did my card not get accepted there,card_declined
are you an ai or a real person,are_you_a_bot
do my tires have enough air,tire_pressure
you can call me cindy,change_user_name
how are the burgers at carl jr's,restaurant_reviews
how long do you bake a cake,cook_time
"never mind, cancel that",cancel
i need to know the due date for my credit card,bill_due
will you please go back over everything on my to do list,todo_list
do you know what song this is,what_song
do you know how to say where is the restroom in french,translate
find out if i can rent a car in los angeles from march 2-9,car_rental
i need you to push my location to cory,share_location
cancel that,cancel
is it cloudy or sunny in sparks,weather
how much money am i going to lose this year for state taxes,taxes
are you from the uk,where_are_you_from
inform bill and craig of my location,share_location
does delta have any restrictions for what i can carry on,carry_on
what time does my flight get in,flight_status
can you find me a place to stay in sacramento near the capitol on july 3-5,book_hotel
i cannot recall the pin for my savings account,pin_change
i want to report my discover card as lost,report_lost_card
what's on my shopping list,shopping_list
how long is the wait at imanas,how_busy
may i apply for a new credit card,new_card
can you help me get on a new united healthcare insurance plan,insurance_change
how do i do an oil change and what type do i use,oil_change_how
please change my retirement account pin number to 1234,pin_change
what's the title of this tune,what_song
what's my interest rate from january,interest_rate
i need to order new checks,order_checks
what is the update on my vacation request,pto_request_status
how much of my pto have i depleted,pto_used
i want to hear the very next song on this playlist,next_song
what would the interest rate at wells fargo be,interest_rate
i need to get an uber for three people to go to the zoo,uber
you can disconnect from my phone now,sync_device
why did my bank account freeze,account_blocked
what's going on with my order,order_status
"i want to set up direct deposit for my paycheck, what do i need to do",direct_deposit
what's restricted in my carry-on with united,carry_on
what is 38% of 389209,calculator
what's the non-city mpg for this car,mpg
how many vacation hours do i have,pto_balance
how many days of pto have i used,pto_used
i'm traveling between denver and la so tell my bank,travel_notification
"is the milk on the shopping list if not, please add",shopping_list_update
which ingredients are in pizza,ingredients_list
have i used half of my days off yet,pto_used
halt the process,cancel
tell me how old you are,how_old_are_you
can you find the exact amount i pay income taxes,taxes
bring the volume up overall,change_volume
i want to cash my credit card points,redeem_rewards
it might be either,maybe
i'd like to get dinner suggestions for thai food,meal_suggestion
can you confirm my reservation for minnis at 4:00,confirm_reservation
i need to add my doctor's appointment to my calendar for the first,calendar_update
can i start talking to you in spanish,change_language
talk to me in italian from now on,change_language
do you know how i get to olympia by bus,directions
are there any travel alerts for russia,travel_alert
that is totally true,yes
i need to get my paycheck direct deposited to my chase account,direct_deposit
add corn to my shopping list and remove wine,shopping_list_update
make sure bread gets added to my shopping list,shopping_list_update
i need some information on a recent transaction,transactions
i want to change my pin number for my account,pin_change
i want help making a pto request for february 22-27,pto_request
how much snow will we be getting tomorrow,weather
what is required to direct deposit my paycheck,direct_deposit
my credit card application status,application_status
how much do i need to pay on my bills,bill_balance
my new card will arrive when,replacement_card_duration
if i win 200000 how do i split it 7 ways,calculator
what keeps you busy in your free time,what_are_your_hobbies
do i need shots before i get to africa,vaccines
is it okay to substitute oregano for basil,ingredient_substitution
are you human or a bot,are_you_a_bot
show me my recent transactoin,transactions
what's your full name,what_is_your_name
add this song to my dinner playlist,update_playlist
are there any new travel warnings for the us,travel_alert
i'm out of lysol could you order me some,order
volume needs to be at 4,change_volume
can you get the fan going in here,smart_home
when does my flight arrive,flight_status
tell me how to jump start my own car battery,jump_start
i need to know when should i get my oil changed next,oil_change_when
scratch,cancel
can i use yogurt in place of sour cream,ingredient_substitution
provide me the routing number for my fed account,routing
your answer is appreciated,thank_you
can you tell me my routing number for summit,routing
are you able to sub white sugar for brown sugar,ingredient_substitution
i'm sure it could be either,maybe
so how long do you think the chicken will take,cook_time
how many days have i taken off so far,pto_used
my credit card has been stolen and i want to know how long it will be before i can get a new one,replacement_card_duration
what is the status of my most recent order,order_status
please let me know the credit limit on my citibank card,credit_limit
what's the average time it takes for a new card to arrive,replacement_card_duration
remove fries from my shopping list,shopping_list_update
my tires need to be changed when,tire_change
please cancel that last command,cancel
which days did i take vacation,pto_used
do i have any meetings with mark today,meeting_schedule
please shut off whisper mode for now,whisper_mode
hey how's it hanging,greeting
how do you say cat in spanish,translate
can i have the expiration date for my capital one card,expiration_date
how many cups make a gallon,measurement_conversion
where to report lost discover credit card,report_lost_card
i want to find a new credit card to sign up for,new_card
what are the reviews like at minnis,restaurant_reviews
check how much pto i have left,pto_balance
i need new health care coverage,insurance_change
please link up to my cell,sync_device
i want to listen to the next song on this playlist instead,next_song
where were you born,where_are_you_from
how long should i expect beef stroganoff to prepare,cook_time
call mark,make_call
we have a table at the taco bell under bowie we need to release,cancel_reservation
please inform me on my current vacation request status,pto_request_status
who brought you up,who_made_you
move 100 dollars from checking to savings,transfer
show me how to rent a car in las vegas,car_rental
where do i make a vacation request,pto_request
please look up the next holiday for me,next_holiday
when is my next paycheck due,payday
what's the right way to spell indict,spelling
"where am i right now, location wise",current_location
really dont know,maybe
how do i tell mastercard about a fraudulent charge,report_fraud
on what month and year does my card expire,expiration_date
salutations!,greeting
what is the max credit limit for my card,credit_limit
was my order dropped off,order_status
is it recommended to get any specific shots before i travel to norway,vaccines
beginning playing the next tune,next_song
what is the location of my w2 that is needed for taxes,w2
book an oil change please,schedule_maintenance
can you transfer money from my account,transfer
let me know what kinds of pets you have,do_you_have_pets
will i be notified when my application has been processed,application_status
i didn't catch that say it again,repeat
i want to know the nutrition info for chicken nuggets,nutrition_info
a large french fry has how many calories,calories
i can't find my w-2,w2
do i need a visa to go to somewhere internationally,international_visa
what location did you originate at,where_are_you_from
when will my order be delivered,order_status
are there any ubers available that fit 5 people we are going to wendys,uber
delete the hair appointment i had scheduled on may 1st pleae,calendar_update
"how do they say ""who is your father"" in german",translate
i want to convert my credit card points,redeem_rewards
will i be charged if i use my card in mexico,international_fees
how high are the rewards on my discover card,rewards_balance
i required a hotel room for 20 people from march 8th through march 20th in las vegas,book_hotel
are you a bot right now,are_you_a_bot
where do i go to get my w2 for tax reasons,w2
do i need an international visa to go to canada,international_visa
who are you working for,who_do_you_work_for
i don't have that information,maybe
turn the volume to 4,change_volume
i want to hear my to do list read out loud,todo_list
what's traffic usually like around 5pm going to the bank,traffic
make sure to set yourself to whisper mode before i go to the movie,whisper_mode
please tell me what date it is today,date
"ai, please help me find my phone",find_phone
how many of my paid days off have i used,pto_used
i really want to pay my cable bill from my checking account,pay_bill
how do i change my oil and choose the right oil,oil_change_how
set my alarm for 6am tomorrow,alarm
can you get me a table for 3 at captain d's at 2pm,restaurant_reservation
cleaning needs to be on my to do list,todo_list_update
could you tell me the status of my frontier flight,flight_status
get me a flight from ft lauderale to houston on southwest,book_flight
does my chase card have international transaction fees,international_fees
is it possible for you to use the whisper voice,whisper_mode
how long does it take to get to spago's in los angeles,distance
"yes, you got it",yes
what hobbies do you do,what_are_your_hobbies
i need help figuring out where my phone is,find_phone
what's the routing number for my bank of the west account,routing
can i replace a stolen card soon,replacement_card_duration
"tell me my scheduled meetings for today only, please",meeting_schedule
"i need to know what my health benefits cover, please",insurance
how many times have i used my annual leave,pto_used
